0.35	0.77	2.37	3.5	808.21
0.44	0.91	2.97	-0.99	10139.67
2.43	1.4	2.33	2.07	3175.3
2.81	2.94	1.85	1.6	7411.51
1.43	2.95	1.26	1.12	5646.92
-0.98	-0.65	3.36	0.62	12518.48
0.88	2.4	-0.65	1.75	4553.99
-0.45	1.46	0.35	-1.14	637.67
-0.37	2.15	0.2	0.43	2380.16
3.22	1.38	0.92	-0.34	8321.87
0.39	2.04	-1.12	1.58	3162.5
1.2	0.21	2.54	-0.28	5308.72
3.15	0.23	3.29	-0.08	22342.74
-0.71	0.9	-1.43	2.4	538.88
-1.24	0.4	2.82	0.81	5947.05
0.98	2.98	1.46	2.08	5918.51
0.48	-0.35	0.32	0.91	105.36
-1.3	3.27	0.64	2.19	10683.27
-0.25	1.15	1.24	2.23	168.53
-0.77	2.83	2.94	0.32	10008.31
0.65	-0.99	0.72	2.61	647.92
0.35	3.15	3.17	-0.79	17234.13
3.25	0.43	-0.39	2.34	10785.82
0.64	1.76	2.19	-0.99	3614.75
1.77	-1.3	2.03	-0.64	4250.18
0.29	2.02	3.22	2.93	5988.25
3.49	1.58	2.66	0.88	15086.73
-0.8	-0.07	0.85	0.32	142.44
2.62	0.31	-0.13	2.16	4764.79
0.34	-0.4	0.27	-0.77	101.77
-0.53	0.45	-0.34	-0.91	141.91
-0.37	-0.14	3.28	1.57	9521.73
2.71	0.16	2.31	3.12	6179.43
3.34	1.94	-0.24	0.72	10147.38
1.46	1.41	0.08	-0.13	419.24
-0.99	2.97	-0.22	1.13	8696.07
2.89	0.16	3.07	1.83	13414.7
2.22	1.73	1.35	2.06	1300.67
1.28	2.53	3.21	-1.21	14362.43
0.14	1.33	0.43	3.39	1379.42
0.43	0.08	2.85	-1.34	9768.19
1.37	-0.13	1.6	2.56	655.16
-0.45	1.55	2.93	1.24	5610.29
-0.7	-1.23	-0.51	0.69	733.68
1.87	-0.34	1.35	1.77	1627.51
2.45	0.83	2.92	-1.3	12834.89
0.03	3.43	-1.17	3.23	18264.96
-0.77	1.36	2.43	0.85	2653.04
3.03	0.85	-1.07	3.07	7640.72
2.62	3.04	1.75	1.01	7503.63
2.48	3.08	2.47	1.52	7972.86
0.08	1.95	-0.98	0.31	2712.96
-1.21	-0.6	2.35	2.23	1915.38
-0.42	1.53	-0.45	3.35	1957.21
2.36	1.38	1.79	1.97	1911.5
-0.59	3.36	-0.01	-0.6	13720.38
-0.18	1.55	-0.09	1.57	1098.4
1.11	1.7	0.36	-1.39	893.81
-0.8	1.46	2.95	2.54	3939.11
3.08	2.65	-0.29	0.25	10032.37
3.05	-0.25	0.42	2.73	9795.99
2.52	-0.01	-0.74	-1.0	4346.11
-1.11	2.24	0.16	-0.39	2485.18
1.04	2.13	1.14	1.94	1306.12
1.02	0.53	0.45	3.04	834.57
1.0	1.61	0.12	1.57	891.47
2.66	0.98	0.89	0.35	3738.44
-0.08	-0.18	-0.21	3.34	1099.67
1.76	-0.59	-0.99	-1.15	1999.69
0.55	-0.63	0.72	-0.68	243.95
0.96	3.16	0.64	0.6	9243.49
2.21	2.62	1.48	1.01	3555.44
-0.83	2.35	2.58	-1.46	7737.02
-1.0	3.36	-1.41	1.37	16738.53
-0.67	1.33	1.89	1.72	425.82
3.49	2.51	2.32	1.53	12429.52
0.93	2.06	-0.92	0.79	2814.24
-1.35	3.31	2.81	-1.18	15108.85
-0.38	0.61	-0.88	-0.7	401.43
1.35	-0.98	3.31	0.75	11763.29
2.42	2.89	2.71	1.44	7557.63
0.3	-1.5	0.31	2.59	1258.34
-0.92	-0.06	-1.17	-1.33	957.81
3.16	0.96	-1.44	-0.8	9540.24
2.91	0.22	1.65	0.95	7378.48
-0.17	-1.29	-0.01	2.07	890.29
0.02	1.78	2.11	2.41	848.54
-1.32	-1.09	-0.47	-1.32	1326.53
1.19	3.36	1.93	1.28	9742.31
1.04	-1.01	0.96	-0.05	536.28
-1.15	0.69	-0.68	0.59	182.83
-1.22	-0.7	-1.39	-1.49	2016.96
3.48	2.15	-1.08	2.64	13401.76
2.3	1.87	0.74	3.25	2662.5
2.31	-1.09	2.48	2.08	5961.47
3.35	0.85	0.9	0.56	10773.83
-0.45	1.99	1.86	2.06	960.27
2.22	0.8	2.36	1.81	3417.05
-0.45	2.14	1.95	0.79	1978.69
3.46	1.05	0.85	-0.49	12087.6
2.44	2.31	0.86	2.41	3613.96
-1.09	-1.45	3.02	2.43	5270.73
-0.97	0.12	2.89	-1.37	10354.45
1.77	1.41	-1.02	1.09	1206.79
1.88	-1.3	3.14	2.06	8641.41
0.12	1.37	1.91	1.84	512.54
-0.06	2.0	1.97	2.9	909.93
2.5	1.58	1.26	-0.98	2995.67
-1.25	1.78	1.4	-1.39	1445.54
1.07	1.65	2.85	2.21	3526.75
0.16	1.62	-0.73	1.43	1463.97
0.68	3.31	1.21	-0.23	10602.01
2.9	-0.84	-1.48	-0.82	9953.33
-1.45	1.28	1.47	0.27	434.34
1.77	0.51	2.06	0.23	2624.78
-1.07	-0.41	2.19	-0.77	3756.42
3.08	1.42	-0.39	2.54	7662.4
0.34	3.26	1.35	0.48	9782.01
2.29	-1.2	-1.48	0.27	5386.73
-1.08	-1.22	1.24	0.92	623.12
-1.1	1.53	0.95	-1.03	581.85
3.0	0.89	-0.09	2.64	7352.91
0.31	0.22	2.86	-0.72	8716.88
2.86	-0.01	3.02	3.39	10911.24
0.33	-0.16	0.54	1.58	201.7
-1.19	0.19	-0.72	1.41	295.41
0.34	-0.4	1.92	0.87	1132.8
0.99	0.53	1.57	1.8	231.19
1.44	-0.27	2.06	-0.54	3235.32
2.95	-0.88	2.17	3.04	9664.43
-0.59	2.33	2.19	0.66	3158.29
0.75	-1.03	3.47	1.27	12445.49
-1.24	-1.23	0.51	0.27	876.78
-1.03	2.52	1.84	-0.09	3462.38
-0.6	-1.11	1.85	2.57	334.68
0.8	1.8	-1.29	-0.76	2780.2
-0.42	-0.18	-0.09	1.83	350.73
-0.26	0.92	-0.07	1.44	365.33
-0.57	-1.16	1.97	-0.91	2562.82
-0.46	3.35	0.16	1.7	13511.57
0.05	1.47	1.84	1.95	433.58
-0.88	0.55	3.28	-0.1	12691.01
1.18	-0.96	2.36	2.44	1745.44
-0.36	0.84	3.17	-1.31	13566.84
-0.92	1.13	1.79	-0.24	1224.88
0.89	2.79	1.57	-1.04	5492.64
0.29	0.44	-0.83	-0.88	367.75
3.29	-0.55	-1.03	1.15	13127.13
0.69	2.84	-1.11	-0.37	9242.57
1.54	1.82	1.01	0.34	607.75
1.86	-1.06	2.33	-0.47	5674.67
0.09	-0.58	-1.17	3.22	612.2
3.46	-0.66	0.91	-0.5	16163.44
-0.68	3.06	0.96	3.5	8408.68
-1.32	-0.58	0.74	1.58	670.17
0.06	0.12	-0.4	-0.5	65.71
1.89	0.53	0.99	0.93	976.98
2.99	0.31	1.46	2.62	7662.39
2.63	1.22	1.17	1.14	3263.58
-0.86	1.29	-1.12	0.61	854.98
-0.74	-0.39	-1.48	-0.57	1127.38
1.9	2.94	2.65	-1.13	10290.84
0.83	2.96	1.3	3.37	6369.54
1.58	3.16	1.97	3.35	6503.15
1.23	1.77	1.01	1.97	548.16
-0.7	3.14	3.38	2.93	12129.39
2.37	-0.65	-0.14	3.22	4989.2
0.59	1.26	0.77	0.09	175.58
-0.71	-0.14	2.74	1.56	4326.19
1.6	3.19	-1.09	2.4	12888.59
3.45	0.56	0.52	2.88	13556.92
2.43	2.33	0.83	-0.87	3639.84
2.77	-0.04	2.47	0.17	10082.12
2.01	2.84	3.47	0.55	15470.56
-1.15	2.05	-0.41	-0.56	2241.17
-0.52	3.36	0.58	2.71	12995.57
-0.26	-1.29	1.67	2.05	246.19
2.97	2.1	3.07	3.14	8655.98
-0.68	-1.43	-0.99	-1.4	1858.35
0.22	0.29	-1.25	0.28	354.47
1.7	-1.05	-0.34	2.9	2542.22
-0.58	2.29	-1.27	1.31	4643.49
2.14	-0.39	-0.75	0.12	2576.95
1.91	0.53	-0.38	2.14	1417.13
1.79	0.6	2.98	0.41	8544.05
-0.01	0.24	-0.11	0.34	22.15
1.31	0.34	-0.87	2.49	590.9
-0.99	2.46	2.26	2.99	2112.74
-1.4	3.41	0.1	-0.57	13545.98
3.25	-1.47	1.49	2.9	14580.75
2.14	0.13	2.07	-1.01	5208.21
1.2	1.71	-1.43	-1.49	3159.11
1.87	3.44	0.49	0.51	12882.31
3.41	-0.4	0.82	-1.32	14915.85
-0.4	2.64	0.53	-0.24	4793.89
1.92	-0.16	2.32	-1.0	6083.34
-0.27	-1.22	2.88	0.11	7069.33
-0.61	2.9	1.57	1.24	5474.15
3.43	-0.09	2.53	2.84	15967.3
0.34	-1.08	1.57	-0.47	1025.69
2.13	-1.02	-0.15	-1.41	3441.5
1.55	3.38	-0.87	0.78	15220.29
2.9	-0.53	0.69	-0.13	8051.88
2.04	-0.54	3.15	-0.21	13302.38
2.61	2.96	-1.42	2.56	11892.21
2.39	2.37	1.2	-0.2	3340.67
3.04	-0.32	0.75	3.29	9934.25
-0.9	0.09	2.75	2.31	3570.02
0.47	1.28	0.55	1.58	394.39
1.89	-1.05	2.42	1.71	4036.24
0.27	0.24	-0.34	2.25	477.07
0.25	0.63	-0.16	-1.14	201.13
2.85	-0.61	1.36	1.48	7743.05
1.92	-0.24	-1.24	-0.61	2178.66
0.79	0.74	-0.97	1.82	312.93
1.42	2.7	-1.34	-1.26	8436.63
1.44	0.12	1.97	1.35	1406.55
1.93	-0.75	0.54	2.05	2315.86
0.83	2.5	-0.55	2.16	5301.72
1.55	3.49	-0.71	3.19	17464.57
-1.09	0.35	2.57	2.22	2599.26
2.06	2.12	2.9	0.02	7750.38
2.71	-1.42	-0.04	3.47	9316.66
2.67	3.32	-0.68	1.89	15360.19
1.67	-0.01	0.87	2.15	1054.62
1.96	2.01	-1.24	1.02	3157.17
2.79	3.35	2.27	-0.46	13141.65
1.83	1.17	2.27	-0.47	3719.99
3.14	3.44	-0.76	0.34	20000.28
3.42	0.37	1.62	0.15	13667.6
-0.32	1.4	3.12	2.6	5399.3
-1.08	1.78	-0.7	-0.33	1609.17
-0.83	0.78	2.92	-1.06	9732.17
-0.95	1.3	0.24	-0.66	282.02
0.63	2.62	2.63	-1.35	9126.81
-0.08	0.71	-0.1	1.31	257.46
-0.82	0.71	-1.06	1.08	252.61
-1.41	2.39	0.65	2.98	3240.58
0.83	-0.34	2.63	0.21	5240.82
1.33	3.11	-1.49	0.07	13112.16
-0.65	3.45	2.71	3.41	10926.14
-1.06	2.64	-0.62	-0.66	6108.78
-1.5	0.71	0.64	3.31	1086.7
-0.19	-0.33	-0.32	2.09	431.78
1.33	2.55	0.42	2.19	4169.0
2.52	1.09	2.45	2.84	3930.98
2.2	-1.25	0.48	0.88	3874.96
2.04	-0.54	3.47	1.81	13697.41
2.09	0.74	3.32	3.1	8368.01
-1.16	0.5	-0.17	1.93	456.85
2.64	-1.0	-0.78	-0.36	6771.93
2.82	1.3	-0.45	1.1	4969.46
1.73	-1.43	0.11	3.33	3438.66
2.94	2.36	2.2	1.46	6233.28
0.93	0.43	2.26	2.51	1126.19
1.99	-1.27	1.38	0.96	2836.29
-1.37	1.4	3.32	3.35	6105.43
0.42	-0.21	2.78	-0.85	8127.31
1.92	3.45	0.08	-0.35	14003.14
1.22	-0.96	3.15	3.06	5813.95
-1.33	1.55	1.94	0.94	830.07
-0.4	3.19	-0.14	1.77	11874.73
2.06	0.99	-1.04	-1.33	2053.54
-0.83	-0.8	2.94	1.73	5540.82
3.37	0.81	-1.49	-0.19	12177.0
-0.16	-1.18	-1.14	-0.69	1193.18
2.76	-0.55	3.2	2.29	13841.11
0.61	0.48	3.29	1.79	9104.44
1.34	-0.42	2.07	2.93	1036.31
1.75	0.95	2.03	2.27	917.6
0.2	1.27	-1.16	1.06	933.72
-0.63	0.88	1.12	3.43	511.29
-0.04	-0.97	3.07	0.07	9308.37
-0.41	2.57	-0.58	2.71	6309.54
-0.98	2.32	3.14	3.34	4948.45
1.6	-0.74	2.75	2.96	3698.81
-0.37	0.8	3.01	-0.57	9885.5
2.58	0.43	-0.31	1.73	4172.8
2.28	1.69	-0.26	1.5	2410.77
3.22	1.17	-1.33	0.66	9322.81
2.18	-1.08	1.05	3.06	3791.95
-0.29	1.11	-0.5	0.82	441.68
1.08	2.79	1.29	1.11	4514.94
2.96	0.04	-1.04	-0.96	8140.86
1.18	-0.37	0.86	0.54	368.81
0.84	1.49	0.03	1.13	669.88
3.26	0.61	2.13	-0.7	13093.3
0.45	1.52	-1.29	-0.81	2087.8
-0.89	-0.45	2.1	-0.72	3152.91
0.46	0.29	-0.12	2.41	580.72
1.41	-0.57	1.79	0.42	1647.42
1.89	-0.53	-1.24	0.49	2031.93
1.62	-1.04	-1.28	-0.75	2480.69
-0.13	0.58	2.16	1.26	1526.87
1.07	1.23	2.29	-1.09	4074.92
2.17	2.06	2.79	-1.21	9008.04
2.76	1.34	2.6	-0.03	8621.72
2.14	-0.04	3.13	1.06	10753.02
1.15	-0.3	3.11	2.83	5862.89
0.02	-0.05	3.12	0.41	9673.14
1.35	0.91	-0.9	1.8	483.65
1.13	-1.3	0.58	3.16	1590.01
3.38	1.7	1.32	1.44	9718.29
3.19	-0.58	0.85	-0.21	11690.02
3.03	-0.34	-0.2	1.14	9203.07
3.04	-0.8	-0.21	2.58	10807.57
0.96	-1.36	1.42	2.64	583.66
-0.8	1.9	1.95	1.5	969.42
3.07	-0.49	-0.8	-1.21	10290.7
2.99	-0.6	1.38	1.65	9218.53
0.23	1.58	2.9	0.67	6244.79
3.27	1.19	1.41	1.88	9037.04
0.66	-0.82	-1.26	-1.34	1396.69
-1.49	2.17	-0.26	-0.52	2512.93
2.48	2.68	-1.41	0.67	8771.86
3.43	-0.37	0.84	-1.27	15173.12
0.12	-1.02	-1.28	1.34	664.38
1.49	3.42	-0.66	-0.63	15534.44
0.09	2.3	0.9	1.93	2580.46
0.15	1.12	0.9	-1.24	554.01
0.03	-0.61	0.13	1.62	304.46
1.71	1.58	0.84	-0.99	743.4
2.23	0.13	-0.85	-0.66	2617.34
0.69	0.16	2.94	-0.33	8916.48
1.31	-0.0	-0.73	0.76	357.04
2.33	2.7	0.63	0.86	5206.49
1.82	1.12	0.34	2.0	920.49
-0.36	-0.28	0.99	3.01	515.42
0.68	-0.63	0.48	3.42	1140.41
0.81	0.23	-0.04	0.46	41.74
2.24	0.9	0.89	2.63	2035.45
-0.3	2.77	0.51	2.49	6351.26
-0.76	1.43	3.27	1.52	8645.39
1.05	-0.48	1.54	0.05	963.4
3.4	0.55	2.04	-0.26	14386.0
1.79	-0.82	2.03	3.07	1919.08
1.4	-0.11	1.52	2.56	663.76
-0.34	2.06	-0.89	0.59	3024.03
1.18	1.29	-0.25	1.2	498.5
2.66	1.37	1.05	-0.06	3461.8
1.66	1.8	3.37	1.27	10274.25
2.83	1.81	0.23	0.07	4775.14
-1.25	2.29	-0.47	-0.93	3459.36
3.31	2.92	1.55	0.96	11542.31
-0.75	0.35	-0.38	-0.61	92.07
2.59	3.04	-0.08	0.14	10044.36
3.26	2.75	-0.79	2.24	13454.57
-0.55	1.79	2.73	0.13	5612.25
-0.65	0.96	0.88	2.88	475.16
3.19	-0.88	0.66	1.33	12313.48
2.43	3.42	-0.9	-0.14	16586.16
1.91	-0.42	-0.64	1.51	1848.22
-1.09	-0.9	0.03	1.64	774.44
0.01	0.11	2.88	1.06	6062.65
1.6	1.1	0.67	1.85	439.11
-0.36	3.21	2.33	2.23	8339.31
0.38	1.11	2.37	3.32	752.57
3.14	2.52	-1.03	-0.71	11158.62
2.92	0.67	0.78	1.39	6248.2
0.25	2.28	0.94	2.39	2534.26
0.85	2.57	-1.29	-0.56	7076.66
-0.21	2.48	-1.21	1.36	6020.53
-0.77	0.08	-1.48	1.91	265.24
-1.14	1.08	0.12	2.77	879.01
2.95	0.38	0.64	0.99	6988.97
1.39	-0.65	1.11	1.27	717.02
3.21	2.26	0.14	0.72	8994.73
-0.25	-0.1	-1.49	0.76	449.8
-0.53	-0.2	1.59	3.17	308.71
1.34	1.51	0.41	2.92	1115.9
-1.2	3.2	0.65	-0.09	9542.64
-0.87	1.05	1.85	0.18	1120.07
0.81	0.0	-0.28	1.8	349.95
2.57	-0.3	0.62	3.02	5494.79
0.15	0.5	1.35	0.5	319.8
-1.06	-1.27	0.02	1.33	1013.81
0.45	2.94	1.33	2.9	6230.38
1.65	-1.09	3.43	0.82	13945.91
0.34	-1.08	-1.29	3.02	940.19
0.24	1.15	3.17	0.47	9641.5
1.83	0.73	1.01	2.5	928.4
-0.98	0.43	0.65	1.14	105.61
-0.51	2.47	-0.93	-1.48	5989.74
-0.56	3.18	-0.57	3.14	13035.12
-0.83	2.9	3.26	-0.73	16052.72
0.12	1.37	2.89	-0.48	8091.48
0.86	3.18	-0.72	1.03	12363.55
3.34	-0.84	3.13	2.91	19733.55
0.26	1.19	3.01	1.21	6547.06
1.95	2.99	-0.05	3.13	9132.3
1.2	-0.99	0.88	-1.14	962.0
2.76	-1.36	-0.28	-0.35	8541.91
-0.44	1.27	0.81	0.27	197.42
0.83	-0.29	-1.4	-0.54	948.53
-1.2	1.49	1.57	2.85	62.75
-0.66	2.5	1.01	-1.29	3710.6
0.82	-1.18	2.36	-1.25	5094.09
-0.82	0.95	2.45	-0.49	4467.85
-0.32	1.93	3.05	2.5	5013.77
0.71	1.33	2.19	-1.05	3505.24
-1.28	1.82	2.35	3.26	615.5
0.87	1.45	-0.92	2.75	1327.86
2.76	0.89	0.56	-0.78	4654.35
3.0	0.96	1.18	2.4	6576.4
-0.85	1.53	-0.01	3.2	1646.54
-1.27	0.54	-1.42	3.02	520.01
2.43	1.33	1.3	-1.06	2873.45
1.25	0.36	-0.13	2.16	612.38
3.21	2.65	3.17	-0.22	17900.05
1.36	-1.03	3.03	0.79	8266.04
0.42	1.11	1.1	1.12	90.07
-0.86	3.29	2.99	1.9	11756.73
0.97	0.42	-0.46	-0.18	85.44
-1.25	1.72	1.0	0.03	485.68
1.52	0.16	-0.73	0.67	525.36
1.44	0.32	2.62	-0.01	5670.36
2.99	2.9	1.96	-0.42	9633.15
3.07	-0.65	-0.75	-1.23	10619.21
0.48	1.2	1.9	1.87	419.05
2.94	1.19	0.85	-1.45	6063.46
0.57	-0.68	1.16	3.36	558.46
1.52	1.34	0.68	2.67	706.46
-1.33	1.24	3.47	-0.02	14959.51
2.1	3.05	-1.06	2.77	11203.82
-0.95	2.57	0.78	0.48	3678.97
1.35	2.34	-1.09	1.93	4398.82
2.65	-0.64	0.53	2.72	6473.39
0.29	1.15	1.59	1.36	258.09
-0.73	0.69	-0.58	1.85	348.69
1.73	1.09	0.93	3.19	909.92
0.31	0.49	-0.48	3.37	1056.01
3.29	2.79	0.85	1.47	11327.2
-0.03	2.78	2.57	1.6	5944.85
