-0.14	2.02	2.89	2.96	1.0	9483.34
2.02	2.47	1.26	1.45	0.6	2833.89
1.02	1.09	1.67	1.75	1.17	490.58
3.36	2.04	-0.26	-0.94	1.77	10702.66
2.31	2.53	-0.48	0.03	1.57	5779.51
0.47	0.83	0.06	1.66	2.8	352.84
1.99	2.65	1.13	1.1	0.24	3744.74
2.04	-1.02	1.15	-0.27	1.13	3058.25
3.27	2.21	0.85	1.28	-0.77	9441.19
2.79	-1.23	3.07	0.07	0.15	17134.7
0.79	1.93	-1.37	-0.09	1.88	3511.32
2.19	2.89	-0.81	-0.43	2.68	9508.55
2.61	2.17	-0.17	-0.07	0.11	4543.83
2.88	0.2	-0.74	0.21	-0.3	6643.84
1.38	-0.96	3.47	0.47	-0.63	14941.26
3.12	0.73	0.77	2.62	1.8	11096.52
3.3	1.72	-1.25	2.75	-0.42	16706.93
2.23	0.12	1.0	-0.45	0.89	2714.11
0.29	2.35	0.83	1.82	1.64	3126.04
-0.6	-1.22	3.49	1.67	0.55	12211.91
0.52	1.29	2.97	-1.2	-0.42	10671.33
1.0	-0.29	0.63	-0.61	-1.09	515.76
1.11	3.41	-0.76	1.12	0.47	15920.71
0.55	-0.68	1.58	-0.18	3.02	1835.07
1.54	2.55	-0.5	0.95	2.6	5248.78
1.6	-0.51	2.05	0.13	-0.14	2928.35
-0.34	0.54	0.12	1.56	-0.76	1282.85
3.06	3.1	1.81	-1.17	2.4	12104.38
2.53	-0.29	1.1	0.82	-0.89	4843.39
2.01	0.6	1.69	-0.28	1.96	2701.17
0.3	2.22	-0.4	1.01	2.23	3515.45
-0.8	3.04	-0.16	2.02	1.01	10765.29
-1.3	2.88	-0.68	-1.28	3.19	8756.78
0.85	-0.26	3.02	1.43	-1.05	7846.14
1.57	2.61	0.02	-1.26	-1.35	5646.16
3.35	-1.27	1.54	-0.71	-0.69	16712.89
-0.37	1.7	3.5	-0.62	-0.45	16926.09
-1.22	0.23	3.18	2.76	-1.37	14633.08
2.66	1.67	3.3	2.48	-0.61	14601.97
1.56	-0.18	0.38	2.31	-1.23	5479.33
2.61	1.45	-1.01	-1.21	2.65	4493.67
-0.92	1.92	-0.55	-1.13	0.67	2163.48
1.38	0.87	0.31	3.29	1.52	9809.58
1.66	2.52	-1.11	-1.5	1.62	6370.88
3.15	1.51	-0.73	-0.99	-1.1	8659.53
2.69	0.3	0.99	-0.36	-0.04	5079.61
3.27	0.7	2.35	1.18	-0.85	12727.43
1.67	2.02	-0.14	-0.62	-0.04	1904.63
0.6	0.21	1.09	1.97	-1.42	2984.46
1.09	0.25	2.61	-0.06	2.65	6164.18
2.59	0.65	2.67	2.31	1.97	7637.58
1.36	-1.5	3.05	-1.03	1.52	11897.82
3.29	2.16	1.49	-0.52	2.52	9781.13
0.76	-1.09	1.3	0.1	0.99	633.52
1.81	0.02	2.82	-1.3	-0.08	10739.43
2.85	-0.84	-0.43	3.02	1.97	14091.13
2.47	1.52	-0.83	-0.76	-0.18	3360.88
-1.36	1.76	3.14	-0.86	2.37	11771.97
-1.35	-1.31	1.43	2.4	-0.87	5410.74
0.47	-1.23	3.34	1.51	2.31	9859.18
1.11	0.94	2.46	1.57	0.04	2856.0
1.93	2.55	2.2	1.07	0.77	3429.25
1.4	0.58	0.19	1.58	-0.13	1122.07
3.33	1.42	2.01	3.23	3.1	14803.13
0.19	-0.33	2.29	2.32	1.19	3107.61
-0.99	-1.17	-1.09	1.76	1.0	1553.23
0.39	0.32	-0.32	1.21	-0.99	748.22
2.88	-1.02	1.25	-0.15	0.28	8989.09
-0.75	3.22	2.53	1.58	-0.58	10131.48
1.16	2.5	1.08	1.58	0.5	3224.44
-0.81	1.2	-0.24	1.59	2.31	556.61
-1.04	0.88	2.34	-1.21	1.7	4735.32
2.0	2.58	0.25	2.65	3.33	6345.59
1.95	3.03	2.1	0.49	2.8	7272.03
2.26	0.5	2.07	0.55	-1.19	4075.13
-0.11	0.68	2.9	-0.08	0.68	7898.29
3.19	-0.98	0.46	2.41	-1.26	17960.99
-0.11	3.16	3.01	0.23	-1.38	13869.74
0.05	-0.94	3.08	2.81	-1.28	13461.03
-0.54	2.58	3.03	3.27	0.87	14995.71
1.95	-0.2	1.62	2.64	3.45	3095.84
1.88	1.76	2.96	0.16	0.1	7721.95
1.64	-0.12	1.26	2.91	2.09	5192.81
-0.04	3.37	-0.71	-0.18	0.04	15753.44
-1.07	-0.83	3.42	0.81	1.39	13054.67
0.96	-0.83	0.08	0.34	2.43	895.29
0.53	2.63	0.83	1.59	-1.48	5947.8
0.36	0.27	2.67	-1.42	0.8	8142.38
-1.31	2.39	2.48	-1.05	0.27	6357.6
0.28	0.42	0.37	1.86	-0.48	1866.36
3.15	3.4	0.96	1.44	3.05	15623.09
-0.91	2.04	-0.3	2.47	1.19	5124.17
-0.95	1.47	2.55	2.36	-0.94	6009.14
0.12	1.45	1.66	2.43	2.84	1179.1
2.24	0.09	-0.66	1.76	1.23	3002.66
3.3	2.98	3.39	1.64	0.54	19455.06
2.45	-0.52	0.32	3.26	2.06	12601.95
2.75	-1.35	-0.1	3.43	0.79	21543.05
0.65	1.06	0.25	0.03	2.02	526.37
-0.63	2.56	1.34	-1.37	-1.15	5115.2
1.82	2.31	2.04	2.14	2.06	2235.2
0.73	2.03	-0.28	1.69	-0.9	3834.73
2.04	-0.82	2.03	0.82	1.03	3773.81
3.11	3.13	-0.37	2.8	2.97	17711.5
3.41	1.83	3.3	-0.31	0.74	22199.48
1.47	1.38	-0.29	-0.12	0.56	579.74
2.87	0.5	0.61	-0.16	0.53	6057.92
-0.09	1.79	-0.21	3.47	2.28	12193.7
1.27	0.57	3.32	2.69	2.58	10125.14
2.39	-0.2	2.73	2.91	1.45	11218.08
1.84	-1.04	-0.1	-0.31	3.44	3234.41
-0.38	1.54	2.86	2.69	2.96	5069.21
-0.21	2.01	-0.47	3.41	2.43	11908.57
2.81	-0.08	2.79	-1.35	-1.28	16455.56
0.53	-0.69	2.89	3.46	0.34	16612.33
2.55	1.46	0.21	-0.83	1.01	3005.24
2.7	-1.04	3.21	0.04	-0.21	17944.41
1.2	2.48	3.26	-1.49	1.43	15703.19
-0.42	2.6	3.21	0.8	-0.08	10941.77
2.04	-1.31	2.35	0.19	3.4	7018.06
-0.74	-0.85	2.8	1.79	-1.35	6371.48
2.19	1.22	-0.33	-0.84	-0.04	1761.76
-0.69	-0.43	1.09	2.82	1.34	4810.94
1.48	-0.94	1.04	-0.91	-1.41	1887.59
2.92	2.91	0.13	-0.74	-0.99	10411.62
2.1	0.46	-1.07	1.73	2.87	1766.56
-0.94	3.45	0.99	-0.96	0.17	13013.4
1.69	0.66	1.54	0.7	0.04	904.9
1.44	-0.21	2.39	2.62	3.09	3458.74
0.19	2.52	1.81	0.63	-0.94	3561.17
1.21	3.2	2.06	-0.19	-1.21	9120.96
0.75	3.03	3.29	0.08	1.39	15824.4
0.58	-0.81	-0.38	-0.51	-1.21	505.35
1.02	3.17	-0.38	2.76	-0.16	18072.67
-1.12	0.07	-1.27	1.03	1.84	408.01
-0.18	-1.39	2.63	2.77	0.8	6707.28
-0.78	0.35	1.92	0.65	-0.9	1431.21
2.77	0.02	-0.79	-0.85	-1.19	6512.94
3.01	1.13	-0.89	1.31	-1.03	7546.85
1.38	-0.01	0.04	3.12	-1.33	13587.77
2.13	3.32	3.24	1.42	-0.9	15307.33
0.49	0.92	1.68	0.48	2.31	1097.87
0.07	2.0	-1.45	-1.36	2.37	4607.7
2.23	-0.1	-1.05	0.58	0.02	2730.2
2.51	-0.29	-0.88	-0.2	-0.06	4540.75
1.12	0.85	1.6	3.35	1.32	9967.63
2.84	0.94	0.42	1.62	1.42	5456.48
-0.14	2.08	0.14	2.13	1.52	3537.15
0.97	2.6	0.68	-1.26	1.24	4288.42
3.23	3.43	2.93	1.6	-0.19	18359.7
2.77	-1.36	0.76	1.96	-0.26	10161.15
2.84	0.69	1.09	0.47	1.68	5745.87
-0.63	1.67	-0.7	2.87	1.91	5958.22
1.99	1.65	1.61	-1.2	-1.3	2852.8
3.35	-0.05	1.75	-0.29	-0.2	14153.15
1.14	1.8	1.58	-1.11	2.82	1858.8
-0.88	-0.78	-1.38	0.55	1.57	993.65
2.7	2.14	-0.75	1.18	0.79	5574.42
0.91	3.44	1.05	0.1	0.63	12456.52
-0.96	-1.15	2.9	-0.9	3.36	10011.55
3.47	0.33	0.0	3.16	0.78	23200.79
3.39	-0.27	3.26	2.28	1.56	23156.57
-0.06	2.16	0.41	-1.43	1.21	2609.84
-0.27	-1.43	0.56	2.04	-0.32	2761.68
0.39	1.96	0.92	-0.16	3.17	2273.08
2.83	-0.82	-0.05	0.36	3.3	8873.23
1.06	2.24	-1.12	-0.71	3.39	5119.34
1.97	1.85	-0.19	-0.61	0.38	1764.89
0.93	1.07	0.01	0.5	2.01	469.0
-1.09	-0.76	2.34	0.98	2.67	3012.69
-1.26	-0.41	2.72	1.09	1.54	5052.3
1.23	2.6	3.0	-1.45	0.9	12609.4
-0.37	2.7	2.42	1.44	-0.88	5858.45
-0.24	3.47	-0.8	2.82	1.3	22568.19
-1.29	-0.11	3.42	-1.41	1.17	18738.96
1.96	0.07	2.71	1.75	0.99	5718.45
2.25	-1.31	2.15	2.53	0.39	8141.21
1.07	1.22	3.48	-0.34	1.62	16132.78
2.76	1.16	2.98	-0.03	2.02	12792.49
2.58	-0.56	2.44	2.7	0.06	11955.58
1.65	-0.19	-0.49	-0.37	3.5	2050.15
1.02	-0.24	2.43	-0.2	2.86	5254.01
1.1	0.56	1.75	1.2	3.18	899.03
1.34	1.37	1.23	2.26	1.04	1772.21
0.53	-0.82	0.32	0.08	0.91	220.16
2.59	-0.84	2.44	1.76	1.46	8033.56
0.05	-0.62	-0.71	1.91	2.88	422.45
2.49	-0.53	0.05	0.89	-0.41	4763.5
-0.3	3.34	2.89	1.86	-0.95	14058.94
-1.2	-0.08	1.76	0.9	0.58	1033.38
2.48	0.78	2.18	0.63	1.15	4891.01
3.04	1.52	1.3	-0.6	-0.93	6762.3
1.94	0.26	0.4	2.71	0.21	6983.07
-0.34	0.33	1.83	-1.37	0.87	2637.55
-0.37	1.57	3.34	1.07	3.22	10892.18
-1.23	2.01	-0.94	0.92	1.34	2539.11
-0.64	1.92	1.18	3.41	1.56	11409.45
-0.21	3.32	-0.06	1.67	1.09	13929.85
-0.56	-1.13	3.07	0.0	2.25	9931.3
0.79	1.15	3.3	2.92	0.95	12520.02
2.77	0.6	3.08	0.15	3.39	15601.62
2.96	2.08	2.94	-1.34	2.45	14680.89
3.26	-0.95	3.04	-0.26	0.22	22905.99
0.53	-0.36	-0.86	0.06	-0.06	192.01
2.16	1.42	-0.78	3.14	0.74	10802.26
1.64	3.01	2.73	-0.07	1.69	9969.23
-1.42	3.31	0.11	1.62	2.96	12213.29
0.0	0.18	0.54	3.41	-0.66	16108.88
0.34	1.27	0.65	-0.2	-1.31	449.05
-1.24	2.07	1.14	2.1	1.27	2074.8
2.41	0.05	3.23	-0.32	0.4	15938.2
2.56	-0.75	1.61	0.55	-0.14	5886.65
1.27	-0.46	-0.44	3.06	0.86	8533.42
-0.68	1.18	3.23	2.24	2.34	7827.85
2.65	-1.18	3.07	1.71	-0.37	14058.88
1.21	-0.02	-0.55	-0.94	2.86	802.8
2.98	1.65	2.13	0.51	3.17	7737.18
1.54	-1.24	-0.79	2.31	-1.1	6282.93
1.16	-1.25	0.89	1.35	-0.28	1197.34
3.42	1.39	0.85	-0.46	3.14	11744.83
0.76	2.31	0.34	0.42	2.53	3361.98
1.44	0.74	1.24	2.89	1.04	5759.26
0.59	3.16	2.24	3.16	2.36	12961.19
1.73	-0.86	1.65	1.56	1.81	1746.12
0.52	-1.46	0.29	3.34	-0.72	15813.92
2.18	0.85	0.08	-0.14	0.46	1589.25
-0.58	0.78	-0.97	2.02	0.93	1385.23
1.47	1.1	3.09	3.19	1.99	11219.15
3.16	2.22	-0.03	-0.1	2.45	9093.83
-0.5	0.36	1.04	-0.96	1.03	508.58
-1.22	-1.09	3.2	0.68	1.21	10279.08
2.07	2.33	1.72	1.84	1.78	2144.77
0.26	1.68	-0.8	-1.0	-1.26	2360.13
2.1	0.17	0.85	0.12	-1.06	2019.61
2.87	0.87	0.99	1.9	0.88	6266.79
-0.2	0.9	-0.05	2.92	-1.45	10958.2
0.14	2.42	2.33	2.82	0.6	7913.99
2.97	-0.47	-0.37	0.48	1.62	8880.06
-1.37	2.31	3.11	1.27	0.04	7833.1
-0.65	0.73	1.77	1.17	0.91	572.27
-0.86	2.67	1.2	-1.21	1.33	4603.05
-0.42	1.28	-1.1	2.16	-0.22	3356.69
1.93	2.07	0.94	-1.46	0.3	2285.49
1.61	3.19	1.69	2.13	2.93	7554.99
-0.12	3.03	0.62	0.71	0.76	8261.04
3.23	1.88	3.11	-1.38	1.3	19600.51
-1.06	2.52	0.47	1.01	-1.01	4134.14
1.31	3.49	2.87	-0.33	0.22	16334.44
-0.48	3.27	1.44	2.01	1.72	10032.78
-1.34	2.02	-0.54	-1.43	2.27	2456.1
2.06	2.42	0.59	-0.49	-0.4	3222.79
-0.06	-0.37	1.39	0.52	0.39	375.2
1.14	3.1	0.47	3.4	-0.08	23248.2
-0.23	2.66	0.65	0.17	-0.33	4832.87
1.28	-1.19	3.21	-0.42	-1.42	12889.05
0.33	0.32	-0.23	3.03	0.83	7882.12
0.75	2.52	0.21	3.14	2.78	10131.74
2.39	3.26	1.63	-0.51	2.15	10066.77
0.9	1.21	-1.03	-0.61	3.38	1828.76
-0.02	-0.92	-0.74	0.78	2.17	593.44
2.19	2.5	2.06	0.24	2.68	4578.76
-0.55	0.66	3.05	2.57	-0.82	10751.04
0.67	0.45	2.9	-0.66	0.12	8970.88
0.7	2.93	1.14	0.77	-0.92	6398.84
0.51	-0.66	1.92	1.91	2.37	788.59
0.13	-1.12	-0.34	2.04	0.6	2030.42
1.68	2.32	-0.26	2.66	-0.15	9108.44
0.28	-0.43	2.26	-1.26	2.7	4644.09
3.28	-0.17	-0.95	-1.25	-1.15	13253.34
-1.37	-1.06	-1.41	0.43	-1.1	1928.31
-0.86	3.22	2.42	-1.21	1.74	11949.25
1.04	-0.57	-0.99	-0.66	0.7	730.84
0.33	1.4	-0.22	2.25	2.8	1642.19
3.22	-0.95	3.1	2.46	1.99	20070.7
-1.31	1.25	1.5	2.34	-1.39	4744.02
-0.04	-1.23	2.09	1.23	3.03	1407.21
3.27	2.67	-0.2	0.5	0.95	11887.76
1.54	-1.4	1.21	1.6	-0.45	2393.06
1.89	0.04	0.78	-1.09	2.38	1744.81
0.26	-0.57	-1.22	1.48	1.29	368.58
0.12	-0.09	1.66	2.53	-1.21	6076.38
-1.15	-0.08	0.93	3.46	-1.07	17975.64
3.37	-0.81	1.43	2.3	-0.34	18050.2
0.77	1.96	-0.88	3.03	1.19	9319.1
1.35	-0.42	-0.77	-0.54	2.46	1198.63
0.72	-0.51	1.47	-0.1	0.01	767.1
1.27	-0.82	0.39	3.4	0.93	12963.97
-0.38	1.72	-0.65	-0.76	0.32	1705.02
2.43	2.23	3.48	1.27	-0.77	13902.39
1.04	2.78	-0.45	1.35	0.44	7305.28
1.86	0.38	2.44	3.17	-0.74	13898.16
2.1	0.76	-1.03	-1.22	0.58	2203.77
0.49	0.37	0.03	1.29	2.79	297.46
1.14	0.23	-0.86	2.78	-0.43	7277.26
2.09	0.92	1.68	3.04	1.64	7047.41
2.97	0.45	-0.76	-0.69	-0.06	7299.4
-0.14	-0.91	-0.23	2.74	-1.03	8218.97
0.88	1.63	3.14	-1.47	2.55	12958.76
1.71	2.64	2.79	0.75	-1.07	6975.8
1.58	0.83	0.84	1.75	2.25	456.02
2.5	0.17	0.72	1.24	-0.7	4300.23
-0.84	2.65	2.54	2.68	1.65	6881.89
0.48	0.75	-0.61	2.74	-1.26	8418.2
3.1	3.02	2.55	-0.96	3.4	14857.7
-0.78	-0.89	0.24	2.53	0.29	4610.25
0.9	0.82	0.12	0.47	-0.47	100.11
0.28	-0.05	-1.27	2.47	2.65	1436.84
0.13	-0.49	1.3	2.06	0.55	1520.18
0.19	1.95	-0.35	-0.12	-0.69	2150.76
1.32	0.47	1.98	0.09	-0.01	1940.74
-0.71	2.69	-0.31	1.3	-0.3	6720.71
1.62	2.17	3.49	2.61	-1.06	15535.44
-0.22	-0.13	2.33	0.3	-0.74	3242.7
-1.45	0.53	-1.38	2.89	-1.08	9532.19
2.85	2.86	0.71	2.11	0.04	10561.64
2.57	1.81	-1.44	0.77	1.79	4845.64
-0.34	0.94	3.44	-0.6	1.69	16368.13
2.78	-0.46	2.58	1.47	1.84	9974.11
2.05	2.86	-0.23	2.33	0.15	10565.41
0.31	0.06	-0.22	2.55	-0.14	5048.46
2.66	3.23	1.48	-0.49	1.79	10463.16
-1.24	1.32	3.41	-0.19	1.55	14491.11
-1.49	1.65	0.88	1.62	1.9	502.98
-0.17	2.2	3.0	3.35	-0.6	17991.66
0.92	0.92	0.42	0.91	2.77	450.0
2.46	3.45	1.58	1.96	2.33	11598.89
0.25	-0.67	1.53	3.23	1.44	8345.41
-1.03	1.78	1.33	0.89	1.03	477.44
-0.46	0.48	-0.45	-1.03	2.92	559.65
1.38	1.56	-0.11	-0.73	1.82	884.27
-0.92	1.9	1.13	0.23	2.62	1499.75
1.04	3.13	-1.08	1.89	0.6	13195.64
-0.91	0.27	1.52	0.26	1.33	825.34
2.31	0.17	0.62	3.12	3.02	7967.51
0.16	2.32	0.73	2.11	-0.14	5052.13
0.81	2.44	0.33	1.53	-0.15	4305.97
2.93	-0.6	1.87	2.48	0.77	11671.76
1.83	-0.41	-0.12	-0.05	0.54	1455.57
0.81	-0.03	2.73	2.48	1.47	5461.74
3.13	0.12	1.28	0.39	1.35	9829.52
-1.4	1.55	2.16	-1.15	0.05	3578.77
2.84	-1.22	0.91	2.08	-0.66	11308.32
0.77	-0.57	0.71	-0.81	-1.05	619.71
2.11	-1.14	2.22	0.45	1.19	5322.6
0.12	0.39	-1.12	0.13	0.13	310.04
0.0	0.31	-0.09	2.84	0.55	6469.51
0.57	3.3	-0.17	1.09	3.38	13717.37
1.47	0.11	-1.08	2.8	0.47	6247.02
1.28	1.65	1.57	2.23	-0.92	3613.32
0.29	0.37	2.23	1.93	-0.82	3441.1
0.01	0.65	1.45	-1.12	2.46	1337.41
-1.02	-0.67	2.56	-0.52	2.94	6466.09
1.62	3.16	2.42	-0.02	1.42	9415.36
2.36	0.95	2.11	1.1	-0.94	3868.88
3.28	-0.01	-1.22	-0.8	-1.34	12674.81
-0.27	1.43	1.84	1.65	0.46	1004.42
3.13	-1.09	2.66	2.79	2.77	16434.73
1.28	2.94	-1.2	1.65	3.2	9895.38
2.41	1.88	-0.69	0.01	0.93	3442.35
3.16	-0.15	0.05	-1.48	3.19	10605.86
3.07	-0.34	2.57	-0.9	-1.13	16158.6
2.6	2.87	-1.36	1.45	0.03	11180.58
2.53	2.15	3.09	1.74	0.38	8848.07
-1.3	1.98	-1.44	2.89	1.53	7618.33
2.47	0.4	0.18	2.31	2.14	4795.23
2.5	2.41	3.39	0.94	-0.87	13511.43
0.75	-1.01	2.2	3.34	1.84	9300.55
-0.26	0.27	-0.15	2.74	-0.17	6648.57
2.13	2.01	-0.22	1.7	3.17	2738.26
-0.66	2.13	-0.11	1.63	0.21	3312.62
-1.04	-0.14	2.62	1.35	1.87	3874.73
-1.31	-0.26	0.15	-0.1	1.54	635.62
-0.8	1.67	3.09	0.58	1.31	8260.86
-0.53	1.12	3.44	2.71	1.09	12794.71
1.45	0.95	-0.68	2.56	-1.49	7298.66
-1.46	-0.98	3.23	-0.66	3.2	14570.45
-0.25	3.05	0.16	2.68	2.16	12487.37
1.28	1.99	2.65	-0.78	-0.3	6361.37
2.74	-0.45	3.03	2.49	-0.38	15949.87
0.33	0.26	1.38	-0.29	3.44	1785.07
0.73	-0.25	2.13	3.07	2.16	5989.0
2.89	0.81	1.88	3.1	1.11	13090.78
1.43	3.06	-0.2	0.58	1.06	9336.85
2.5	0.46	1.31	1.68	2.22	3512.58
-0.0	1.85	1.26	-0.29	1.9	1495.63
1.69	1.73	-1.36	3.34	2.32	10062.55
1.37	0.13	-1.08	3.45	1.38	12030.49
3.27	3.43	3.17	3.05	0.72	24946.56
-1.48	-1.05	3.1	1.17	0.23	8716.88
1.11	2.03	-0.48	0.95	1.35	2255.57
3.5	2.77	0.0	3.0	0.69	22694.37
0.03	2.29	-0.27	2.85	-0.5	11778.15
2.44	2.99	0.75	2.33	1.91	9144.6
-0.16	1.95	1.72	1.67	2.53	979.93
-1.17	0.97	2.31	2.96	-0.37	9116.82
3.25	-0.78	1.77	1.38	1.64	13323.39
-0.02	3.49	0.43	-0.43	1.36	15209.72
3.35	-1.28	0.78	2.57	1.64	18567.98
-0.59	-0.62	-1.39	0.51	-0.77	728.02
-1.15	2.58	-0.36	-1.38	-0.13	5737.52
0.39	0.23	3.44	0.57	0.93	13878.44
1.08	2.27	2.32	0.67	2.1	3421.08
1.94	3.44	0.1	0.11	0.49	13810.49
0.15	-1.18	1.35	3.38	-1.16	16235.34
2.64	3.38	-0.65	-1.3	2.06	16194.39
-0.86	1.64	-0.81	-0.05	1.61	1622.3
-1.21	2.39	0.31	1.07	2.9	3414.18
-0.08	1.52	-1.47	0.59	2.25	2274.44
3.36	0.17	2.15	-0.19	1.53	15362.64
0.49	1.37	2.67	1.44	-1.13	4456.61
3.04	2.02	0.14	0.54	1.25	6892.91
-1.47	1.6	3.22	-0.01	-0.8	10922.56
-0.09	1.83	2.63	1.62	1.97	3237.07
2.61	2.29	0.3	0.42	-1.34	4735.27
-1.21	-0.67	-1.11	0.74	-0.19	789.27
0.99	3.28	0.34	-1.14	1.47	11554.03
1.06	-1.1	2.2	2.66	-0.83	7326.15
1.05	0.25	0.67	-1.23	-0.73	900.16
-1.49	1.64	0.87	-0.27	2.34	992.41
2.16	1.94	1.15	1.07	-0.12	1594.61
0.96	3.48	2.54	3.01	0.78	17866.83
1.01	3.16	1.46	3.41	3.05	15259.0
3.17	-0.6	3.09	0.46	2.7	20975.7
0.45	-0.5	2.75	3.05	1.9	8200.13
1.21	1.02	1.21	-1.1	1.43	689.4
1.3	1.31	-1.1	1.89	2.61	951.67
0.39	2.16	0.01	1.02	3.05	3081.19
-0.49	1.64	-0.23	2.16	2.23	2091.07
3.49	-1.36	-0.75	-0.79	-0.77	19404.54
-0.15	1.55	1.6	1.21	-1.36	1279.56
0.23	2.44	3.15	0.11	-0.24	10998.79
2.09	-1.48	2.54	1.9	1.52	5951.29
2.92	0.16	2.89	0.89	0.49	13405.54
3.14	1.25	3.22	2.66	-0.05	18718.94
2.88	0.67	1.97	3.11	0.18	15122.98
0.09	1.98	3.08	0.49	1.44	8703.34
-0.6	3.06	3.23	-0.16	2.49	16332.51
0.91	0.74	3.14	-0.83	0.52	12110.44
1.78	0.44	2.44	2.94	2.36	6112.35
0.88	-0.19	3.4	-1.49	0.88	18447.82
2.94	3.46	1.41	2.42	1.28	15966.71
0.68	2.23	1.97	0.4	3.31	3421.01
2.22	0.98	1.5	-0.04	1.79	2435.17
-1.26	2.12	2.11	3.12	3.28	4952.35
-0.86	-0.21	2.17	1.33	1.72	1690.46
2.99	1.32	3.03	2.3	-1.16	14877.19
1.89	-0.21	-1.4	-1.44	0.86	2956.22
0.01	2.19	1.49	0.91	2.79	2131.78
2.79	-0.33	1.92	-1.12	1.41	9234.75
2.21	-0.31	1.99	-1.22	1.45	5749.13
-0.14	1.13	1.77	0.77	3.14	1356.68
0.06	2.51	2.04	3.18	1.94	9227.21
0.4	-1.11	1.88	2.4	0.1	3543.06
