3.43	-1.24	3.0	0.97	-0.05	0.84	23759.05
2.24	3.04	2.02	3.04	1.14	3.1	12613.14
1.88	2.9	1.02	2.6	-1.22	0.81	12170.63
2.18	-1.37	-1.23	2.09	0.59	-0.48	6256.28
2.99	-1.36	1.13	-0.52	1.58	1.39	11289.98
0.04	0.61	1.66	2.29	1.67	-1.29	3169.35
-0.87	-0.1	-0.36	-1.18	0.38	3.08	1234.59
0.11	0.75	3.18	1.1	2.19	-0.77	12063.14
0.36	3.14	-0.96	3.09	3.49	2.4	26337.31
-1.25	-0.33	0.36	0.79	2.12	2.17	1180.67
-1.23	1.87	1.38	3.19	2.05	-1.13	10084.83
0.23	0.24	2.7	1.5	1.55	0.11	4633.31
1.64	2.48	0.48	2.65	-0.67	0.03	9748.57
-1.2	2.11	-1.16	0.28	-0.06	3.18	4331.25
3.05	0.99	3.21	2.71	0.81	0.81	17457.91
0.3	2.46	-0.59	2.16	3.05	1.92	11022.92
0.58	-1.06	1.57	0.68	1.44	-1.39	1833.77
-0.32	1.43	-0.14	1.93	0.89	3.11	2363.63
2.54	-1.07	-0.74	0.5	3.32	-1.15	21787.5
-0.32	1.37	-0.8	1.86	2.96	2.59	4869.63
-0.97	1.26	-0.73	0.86	2.09	1.73	1444.47
2.46	-0.6	2.99	2.43	0.98	-0.52	12009.53
3.1	-0.07	2.25	1.98	1.07	1.64	11669.54
0.65	0.27	-0.45	2.2	3.22	-0.1	11658.97
1.4	1.73	-1.21	0.81	3.1	-0.21	12065.04
2.11	3.44	-1.04	1.04	1.67	0.84	17101.81
2.34	1.34	2.48	2.47	-1.42	0.14	9132.29
1.0	3.29	2.41	0.49	-0.69	-1.22	10816.87
-1.18	1.61	1.03	2.69	1.47	2.84	3893.26
2.98	-1.46	2.55	1.98	0.25	2.55	14735.04
-1.44	3.43	-0.36	1.02	2.7	-0.01	20585.61
-1.03	-0.38	0.25	0.15	0.56	-0.58	325.75
-0.92	-0.22	3.37	-0.05	1.48	3.43	14612.85
2.68	-1.03	-1.15	-0.75	0.05	0.94	7792.37
-0.76	2.33	0.47	2.45	2.69	-1.36	11759.71
2.76	-1.12	2.48	3.26	1.67	0.22	17319.34
1.65	-0.38	2.28	2.23	0.13	-0.04	4651.7
-0.59	-0.8	2.22	2.97	1.38	1.2	6362.59
-0.99	2.25	1.92	3.3	1.79	-1.18	11379.04
1.28	1.33	1.9	-0.33	2.06	-0.27	3985.42
2.72	0.65	2.38	0.32	2.88	1.12	13721.22
-1.09	0.33	1.3	-0.62	-0.97	-0.69	1209.95
1.83	0.86	0.07	-1.48	0.14	-1.16	1452.81
-0.88	-1.18	3.45	2.24	1.34	-1.24	12431.63
-1.45	0.26	3.0	2.14	-0.73	0.36	8742.35
0.46	1.05	3.12	-0.61	1.29	-1.24	12113.08
-0.63	0.77	0.2	3.0	-1.0	1.42	10934.51
1.41	0.72	1.12	-0.34	-0.61	-0.71	625.6
-1.1	2.68	0.35	0.78	0.87	1.01	4948.46
1.7	-0.46	-1.3	1.9	-0.67	2.63	3674.22
0.66	2.44	2.73	-0.24	-1.15	-0.62	7893.5
-0.76	-1.27	2.39	-0.49	1.9	-0.38	6129.1
-0.91	2.18	2.66	1.57	0.41	2.63	4688.57
0.41	1.43	2.9	2.25	1.03	-1.42	6274.22
-1.21	-1.07	2.41	0.94	2.13	1.83	4072.57
-1.3	0.71	0.64	0.12	-0.46	0.15	137.57
0.03	0.73	1.88	0.01	-0.03	-0.42	1498.4
-0.51	1.87	-0.86	1.96	3.0	0.54	9545.78
0.73	0.13	-1.11	1.67	3.33	2.11	8264.9
-0.77	-0.62	2.17	1.53	0.35	-1.31	2085.89
-1.13	-1.45	-1.02	3.32	-0.05	-0.47	14541.49
-0.73	-0.39	1.64	0.38	2.91	0.62	7773.47
1.39	-1.39	1.87	0.9	-0.04	3.06	2793.75
3.04	0.47	1.07	-1.38	-1.24	0.6	9495.47
2.26	0.25	-1.0	-0.01	0.91	-1.33	3130.24
2.98	-1.24	1.49	-0.02	-0.96	2.83	11214.78
2.32	-0.26	0.58	2.32	1.2	0.1	5537.49
2.96	0.24	-0.65	-0.84	0.88	2.1	7660.53
1.82	-0.85	1.39	3.16	-1.44	0.62	15208.48
-1.44	-0.47	1.47	-0.02	0.49	0.62	1326.69
0.32	3.47	1.41	2.34	0.58	3.02	15573.62
2.32	-1.12	3.01	-0.05	1.32	1.21	13049.13
-0.51	2.15	0.35	0.11	0.62	0.03	2237.09
2.31	0.08	2.3	-1.34	2.82	3.32	9948.3
1.98	1.47	2.0	3.02	0.55	0.62	8060.8
-1.43	-1.1	1.29	-0.97	-1.22	-0.88	2730.62
2.52	3.37	1.92	1.21	3.1	1.83	16740.73
-0.78	-0.97	-0.5	0.75	2.5	1.83	2822.4
0.92	1.3	1.63	3.11	0.68	0.93	8154.16
-1.34	0.8	2.44	0.91	0.67	-1.02	3192.88
0.1	2.41	2.93	0.8	1.97	-1.3	10333.38
1.07	-0.01	0.55	3.08	-0.78	1.79	11623.31
-0.43	3.27	2.23	2.65	-1.39	-0.83	16510.52
1.15	2.59	1.89	-0.63	0.54	1.93	4524.52
-0.59	-1.35	2.44	-0.73	1.31	1.76	4867.33
3.11	0.13	1.41	-0.27	2.62	2.7	12201.75
0.67	0.7	-0.76	2.85	2.99	0.12	11103.29
0.48	0.11	-0.22	1.91	1.79	1.31	1061.41
3.09	1.99	2.63	1.5	2.26	2.13	9720.15
3.29	2.19	-0.03	0.87	0.09	1.41	10109.0
-1.11	3.22	0.8	2.44	0.2	-0.65	13244.74
0.1	0.46	0.23	0.49	1.83	0.04	1389.69
-0.93	-1.25	1.76	-0.19	3.34	-0.34	15854.73
1.57	1.59	2.69	-0.38	-0.45	1.09	6001.3
2.93	0.75	2.11	1.34	2.83	1.68	11467.54
1.39	0.46	2.48	2.52	-0.1	-0.88	6295.38
3.34	-1.04	0.6	0.08	-1.01	0.26	15080.07
2.0	2.91	2.4	-0.83	3.35	2.98	15661.31
0.2	-0.02	0.5	2.99	2.25	2.41	5962.85
1.54	2.2	1.92	2.65	1.33	0.76	4310.65
0.33	2.07	2.54	-1.04	0.64	-1.03	6536.47
-0.04	2.66	2.86	0.2	1.66	1.38	9311.28
1.89	0.91	2.72	-0.34	-0.32	2.99	7914.98
0.5	2.88	-0.46	0.82	0.29	0.6	8440.35
-0.74	3.13	1.26	2.94	2.39	-1.04	16620.81
2.36	2.45	1.11	1.04	-0.9	0.11	3819.79
1.21	-0.22	-1.49	-0.09	1.22	1.78	1218.29
0.63	2.87	-1.2	-1.13	0.21	1.59	10544.06
-0.7	-1.23	1.6	0.49	3.2	0.99	10170.76
1.13	-0.91	1.97	3.18	-0.62	-0.87	12345.55
-0.55	-0.47	0.41	3.32	-0.98	0.74	15481.53
-0.38	2.32	2.53	0.7	-0.37	-0.85	4716.28
2.17	0.05	-0.36	1.86	2.86	0.8	7973.23
0.1	2.82	-1.22	0.64	0.6	1.75	9481.06
0.47	1.01	-1.17	2.19	0.37	1.36	2724.78
-0.96	-1.13	1.8	2.83	1.09	0.97	5269.33
3.32	0.14	1.43	-1.42	1.08	0.12	13451.49
0.31	2.43	0.32	2.44	-0.27	3.18	9055.65
-0.41	2.06	0.1	2.79	0.24	2.56	9172.96
0.32	0.51	-0.23	0.39	2.1	1.6	1224.84
1.91	-0.8	-1.25	-1.37	1.16	1.22	3263.47
1.62	0.4	0.38	-0.58	-0.97	-1.26	1214.68
-0.38	2.89	1.87	3.1	2.43	-0.04	13673.46
1.08	1.08	0.27	0.78	1.73	0.77	752.15
2.34	-0.7	0.73	0.63	0.55	0.44	3829.84
-1.0	-0.14	-1.4	2.97	1.64	1.53	5739.85
-1.36	1.74	3.34	-0.66	1.63	-1.22	15632.24
2.45	-0.38	2.45	3.09	2.28	3.15	11167.71
-1.31	1.08	-1.31	3.36	2.11	1.29	10367.83
0.26	1.18	0.7	2.44	1.03	2.86	3302.54
2.45	-1.18	-1.17	1.92	0.4	-1.09	7094.85
3.36	-0.43	-1.11	1.46	0.85	2.72	14483.32
0.68	3.28	-0.46	1.07	0.15	-0.86	13637.84
0.78	-0.74	3.4	1.95	2.8	0.55	15658.54
0.58	-1.48	1.98	-1.32	1.11	-0.02	3289.99
2.81	-0.89	2.73	1.63	2.32	1.21	13249.94
1.61	-0.54	-0.08	-1.38	0.61	-0.34	1415.01
-0.64	-0.86	-0.53	0.2	2.38	1.99	2231.75
1.97	-0.32	3.09	0.19	3.37	1.13	22998.5
0.64	3.47	2.22	-1.46	-0.61	0.14	15436.16
0.9	-0.7	3.17	2.02	2.91	-1.15	16792.64
1.5	2.29	0.97	-0.32	0.23	3.42	3125.55
2.92	1.04	-1.49	1.28	1.29	0.46	6521.48
-1.07	0.1	2.14	0.46	1.92	3.21	2582.07
-0.78	-0.95	0.39	1.82	-1.4	3.33	2969.45
2.61	1.55	3.48	0.14	0.84	3.3	17964.32
1.66	0.16	-0.73	-0.55	-1.44	1.16	1247.66
3.26	1.38	1.58	-0.05	1.34	-0.07	9744.49
1.91	1.57	-1.02	-0.3	1.93	1.97	2480.29
0.19	-0.66	-0.1	-0.53	1.83	2.02	530.52
-1.46	1.87	-1.49	0.45	0.46	1.79	3076.45
2.66	0.83	1.19	-0.52	-1.28	1.72	4552.08
3.0	0.87	0.61	2.42	2.26	-1.48	12672.07
2.61	-1.11	1.91	-0.9	-0.26	2.32	9025.33
-1.46	1.13	2.76	0.86	0.22	-0.45	4948.43
-1.09	0.2	3.22	0.14	-1.48	2.89	11861.54
2.25	1.32	1.39	-1.27	3.26	0.03	13952.68
2.9	3.27	1.96	2.48	-0.95	-1.12	15920.01
-0.15	0.69	2.25	2.15	2.92	2.42	5234.15
0.04	-1.27	-1.44	1.12	-0.58	-0.51	1607.33
-0.19	2.22	0.25	-0.96	-1.1	-1.05	3701.4
2.12	-0.5	2.68	1.0	0.5	-0.88	7066.37
-0.39	0.15	0.64	2.74	1.35	-0.63	4980.22
-1.11	-0.12	1.07	1.09	3.41	0.71	12720.25
3.44	-0.61	2.11	2.1	0.97	1.83	17612.98
1.9	1.06	-1.04	-1.48	3.31	0.07	13767.08
0.51	2.91	-0.91	0.46	-0.39	2.51	10112.54
-0.31	-1.36	3.19	1.03	-1.44	2.51	9419.34
0.01	-0.87	-1.03	3.13	3.28	3.34	10591.72
-0.24	2.71	-0.58	1.82	3.42	1.97	16677.7
-1.4	2.81	1.3	1.75	3.26	0.69	14317.75
-0.49	3.01	-0.13	-1.23	0.65	0.6	9458.75
2.96	-1.03	1.24	2.29	-0.49	0.64	12963.25
1.12	0.18	1.94	-0.86	0.76	-0.95	2855.58
1.27	-0.42	1.34	-1.07	0.58	3.31	2292.64
1.49	-1.05	1.09	-1.43	-0.39	0.49	2371.39
3.03	-0.98	0.58	-0.36	1.73	0.75	11157.14
0.95	0.19	2.97	-0.58	-0.7	0.27	9871.41
2.87	2.17	1.27	2.06	1.81	2.63	5524.02
3.07	1.49	3.37	2.06	-0.42	1.78	17517.08
0.41	-1.32	3.48	1.73	2.05	0.79	12565.58
-0.58	1.57	-0.2	2.42	0.45	-0.57	4417.96
0.25	-0.07	0.39	0.45	3.04	1.23	7255.72
-1.05	-0.24	-1.44	2.26	2.69	-0.46	6931.6
0.22	1.56	-1.38	2.18	0.42	3.0	4373.0
2.12	0.26	1.67	0.56	1.79	1.45	3075.31
0.21	-0.69	0.06	-1.21	2.02	3.29	322.15
-0.01	-0.6	2.87	1.27	0.67	-0.7	5747.95
1.76	2.81	0.12	-0.89	2.71	-0.07	12012.68
-1.33	1.7	1.49	0.94	1.35	-0.99	1179.39
0.89	-0.42	0.03	1.57	-1.27	2.01	1814.43
1.92	-1.19	3.18	0.79	-0.89	1.12	11633.79
0.71	0.97	1.5	1.13	-0.16	2.41	955.11
0.71	2.92	-0.27	1.79	-0.46	-1.17	10157.75
1.84	2.27	1.24	3.35	1.66	2.29	11158.17
-0.66	-0.85	-0.5	1.19	2.78	2.36	3482.71
2.54	3.25	-0.25	-1.05	2.65	1.75	15875.13
1.3	0.48	0.44	2.6	0.66	3.02	5122.14
3.28	3.09	2.57	0.93	-1.26	-0.29	14791.47
-0.7	1.45	1.71	-0.08	0.77	2.47	1425.5
0.81	1.8	1.73	-0.36	-0.75	0.6	1566.69
2.18	1.01	0.52	-1.15	1.42	-0.38	2208.97
0.9	3.3	0.87	2.11	3.02	0.38	18698.32
-0.73	0.95	1.5	2.13	2.43	2.34	1775.86
2.5	1.56	-0.81	3.3	2.64	1.5	13762.45
3.44	1.3	2.71	-1.32	0.95	0.26	18824.8
0.93	1.79	0.39	2.82	0.35	0.15	7373.73
0.14	2.03	-0.4	3.03	0.33	0.47	11126.93
1.58	-0.5	2.39	2.1	2.36	2.39	4099.34
-0.06	-0.7	-0.54	0.69	2.74	0.61	5451.19
1.03	-0.39	2.5	0.6	1.19	1.04	4041.44
0.58	1.44	3.15	3.21	2.41	0.49	13815.19
-0.03	1.05	2.89	-1.11	2.82	0.3	15503.18
1.4	-0.53	2.38	-0.96	1.65	2.97	5516.75
-0.03	-0.65	2.1	-1.04	0.35	1.93	3683.82
-0.23	0.32	2.66	0.88	1.51	-1.47	5965.25
1.46	2.73	0.81	-1.47	-0.86	1.26	5853.12
0.56	1.35	1.02	1.39	2.41	1.29	2250.65
2.69	2.06	2.47	0.61	-0.03	-0.98	6128.5
-0.07	2.31	-0.83	0.96	3.0	-1.35	15495.21
-0.51	2.95	2.55	3.28	0.67	1.06	15776.05
0.13	-0.38	2.44	3.03	3.17	2.02	11470.45
1.39	2.51	-1.12	3.31	2.44	1.01	15672.38
0.59	0.42	1.28	2.39	2.23	2.97	1796.49
2.98	2.11	0.95	2.07	2.08	1.66	7151.2
2.76	1.44	2.08	3.25	-1.37	-0.04	18553.19
1.18	1.0	1.9	-1.04	2.85	2.97	5234.62
2.18	0.15	3.31	2.04	1.72	1.04	12121.88
0.45	-0.13	-1.46	2.99	-0.53	-1.38	9560.93
-0.14	1.28	-0.43	0.62	1.89	0.32	1894.28
0.18	-0.22	-0.02	3.49	-0.74	0.99	17949.47
2.46	2.36	0.79	0.86	2.55	1.41	6580.37
1.18	-0.59	3.37	-0.61	-1.49	3.37	16122.79
0.35	-0.44	2.62	1.72	0.32	1.01	4051.46
2.15	2.58	0.19	-1.28	2.99	1.21	10943.59
-0.85	0.96	-1.47	3.02	3.04	-0.1	13092.86
-0.2	3.12	2.45	-1.06	-0.51	-1.23	11746.24
0.63	0.98	2.73	0.51	-1.38	1.58	5456.09
1.43	-1.49	1.67	1.85	1.88	3.25	1622.32
1.49	1.32	1.42	-0.77	1.38	3.25	1114.63
1.96	-0.52	0.34	0.8	2.79	-0.99	10117.32
-0.68	0.4	3.27	-1.18	-1.08	-0.56	15990.91
2.69	3.02	3.46	1.08	0.61	2.71	17434.94
-0.37	1.92	3.46	0.65	0.08	0.97	13255.26
3.3	2.91	0.96	2.77	3.19	2.91	19652.98
1.64	2.65	-0.09	1.1	1.95	3.25	5268.67
-0.97	3.46	2.94	-0.37	-1.06	3.3	17552.81
-0.29	3.49	1.97	0.71	1.52	1.04	12863.85
0.88	0.94	1.86	-1.32	-1.15	-0.33	3502.97
-0.64	-1.02	0.83	-0.38	0.48	-0.2	361.82
0.48	2.35	2.35	0.58	0.74	0.32	3924.21
-0.83	2.84	1.78	-1.02	1.18	0.29	6302.8
1.72	1.7	-1.05	-0.84	-1.12	2.93	2715.18
-0.59	0.69	-0.17	3.02	-0.35	-1.36	10146.63
1.58	3.17	0.85	-1.07	-0.74	0.14	9212.93
0.15	1.97	-0.36	1.69	1.73	-0.47	3751.78
-0.49	-0.74	-1.47	2.5	2.08	-0.91	5010.27
-1.31	0.73	3.04	-1.23	-0.62	2.96	12826.7
3.09	0.4	0.94	0.08	1.29	1.4	8671.59
-0.27	2.17	0.03	-1.03	-0.99	1.13	3170.14
-1.14	0.64	1.69	2.48	1.67	1.12	2515.34
1.1	-1.32	2.42	0.21	-1.18	2.32	4122.86
2.93	1.3	-1.3	2.4	2.58	2.3	9174.02
0.59	-0.44	0.78	3.29	3.17	-0.42	17646.15
2.89	2.23	-1.43	1.29	1.39	0.66	8085.27
-1.23	-1.08	0.21	-0.1	1.62	-0.92	2292.86
1.17	0.67	0.33	0.2	2.95	0.89	7006.44
-0.46	-0.43	0.48	-0.71	0.82	-1.13	480.56
3.48	2.58	-0.21	2.86	-0.4	-0.95	22090.22
-1.33	3.4	2.79	2.82	1.13	-1.24	15727.28
-1.21	-0.41	2.74	0.75	-0.05	-0.77	5687.46
2.74	1.41	1.36	2.64	0.24	2.72	9064.18
2.4	-0.45	-1.01	0.64	-1.05	0.17	4330.31
-0.14	2.42	2.86	-1.01	-0.12	-0.07	10061.67
1.29	1.93	3.47	2.23	2.59	0.3	14324.23
-0.56	1.47	2.99	-0.64	3.31	2.77	16937.39
-0.6	-0.56	-0.81	1.4	2.31	-0.9	4177.52
0.63	-0.6	2.91	2.03	2.86	0.64	10748.95
1.97	0.25	0.93	1.1	2.28	-0.53	4798.23
-0.08	-1.22	2.32	3.25	3.03	0.99	13074.24
2.76	1.88	1.62	-0.2	2.65	-0.5	10804.65
0.07	0.47	3.08	3.47	-0.93	-1.11	21688.53
0.74	3.33	1.14	-0.82	1.14	-0.23	11386.19
3.03	-0.94	1.87	2.75	-0.33	1.18	16753.7
2.43	2.56	0.0	0.1	2.19	2.18	6582.15
2.44	-1.18	3.4	-1.17	1.98	-0.0	23289.71
2.4	0.65	-0.11	-1.4	2.14	3.07	3080.47
3.48	0.06	1.24	2.95	-1.45	3.1	25297.29
-0.86	-0.74	1.99	0.78	1.65	3.03	1564.16
1.09	2.04	1.09	-0.2	2.57	1.74	4220.55
2.1	2.49	-0.5	2.6	0.9	2.99	9327.47
2.27	-1.1	-0.47	0.31	-0.15	-0.49	4235.21
3.41	2.04	2.83	3.3	2.01	-1.06	22090.95
-1.36	0.57	0.71	-0.6	0.1	1.09	433.08
3.13	-0.91	-0.45	-0.12	0.05	-0.56	11681.74
1.21	1.01	1.2	2.33	-1.08	-1.09	4854.96
0.57	0.51	0.4	1.58	3.08	2.16	5614.14
0.89	0.89	1.02	0.88	1.57	1.65	138.79
0.08	3.18	1.23	0.04	3.4	0.71	22053.32
-0.91	-1.0	0.79	0.55	2.72	-0.22	6738.44
1.03	1.32	-1.06	1.94	-0.24	0.36	2477.5
1.45	0.08	2.66	2.35	-1.43	1.82	8196.65
-0.62	-0.64	0.24	-0.83	2.44	-0.31	4427.82
3.49	0.14	1.41	1.23	2.37	-0.11	18109.43
1.09	3.43	1.16	1.62	2.8	3.1	14015.94
1.94	2.94	2.22	1.03	0.47	1.1	5832.46
2.71	2.97	-0.66	0.42	2.52	-0.74	16490.88
2.66	0.73	0.22	1.19	-1.11	1.91	4858.78
2.25	2.57	2.47	3.15	0.38	2.25	12762.26
-0.69	2.16	2.22	1.64	1.36	1.26	2180.78
0.76	1.62	1.77	-1.5	-0.45	3.01	3854.63
2.97	2.1	3.04	-0.5	0.5	-0.05	14221.62
0.97	0.21	3.39	1.71	-0.49	-1.3	12153.73
0.76	3.3	-0.08	-1.1	3.25	1.62	21326.63
0.36	2.72	3.33	3.07	1.7	-0.56	15927.71
0.56	2.69	0.55	-0.88	1.17	-0.94	5730.52
0.14	0.94	0.75	-1.04	2.41	3.03	1298.5
0.78	-0.35	-0.4	-0.53	0.8	1.47	268.81
-0.45	0.69	0.47	1.74	2.47	2.42	1645.72
0.94	0.53	2.46	-0.95	-1.24	0.32	6008.05
1.53	1.48	2.3	-1.29	3.04	-1.15	15404.41
2.5	-1.02	0.41	1.03	0.36	2.79	6163.31
3.41	0.94	2.45	0.62	-0.78	0.29	14722.99
0.73	-0.86	2.01	0.77	0.78	1.93	1607.58
1.43	1.68	-0.17	-0.2	0.35	3.19	1868.44
0.28	0.21	-1.49	2.03	2.33	0.76	2751.46
1.77	-1.27	2.25	1.81	-0.43	0.68	4445.06
0.96	0.71	2.05	1.53	0.68	3.27	2023.38
0.47	1.35	2.52	-0.12	0.5	-0.67	4475.18
-0.22	1.82	3.4	2.92	-1.0	0.9	16871.42
1.65	0.96	1.08	-1.13	0.21	2.03	1354.29
1.93	-1.24	1.78	1.1	-0.34	1.4	3312.24
0.11	1.07	-0.9	2.06	0.41	0.61	2181.38
0.79	-1.17	3.34	-1.46	2.21	3.07	16973.19
-0.6	-0.59	-0.66	-1.17	-0.84	2.56	1297.41
-1.32	0.4	2.51	-0.15	1.59	0.35	5622.64
-0.33	-0.59	2.96	3.05	2.54	1.03	11520.51
1.1	2.48	-0.65	-0.88	-0.61	3.02	5859.33
2.25	-0.64	2.64	2.44	0.68	0.52	8591.58
-0.54	-0.41	0.52	-0.94	2.69	3.03	2314.76
-1.45	0.61	-1.14	-0.36	3.01	2.15	6348.07
1.76	0.89	0.17	-1.23	1.2	0.38	812.98
1.7	1.45	0.23	-0.68	2.36	1.96	2280.67
-1.04	-1.49	-0.21	2.1	3.14	0.91	9862.96
0.57	1.41	-0.93	3.46	0.69	2.22	14684.52
-0.4	0.13	2.78	1.84	-0.53	-0.87	5905.47
1.72	1.08	3.2	2.57	1.48	0.19	9683.96
1.8	1.55	0.39	2.83	2.06	-0.76	7456.07
2.53	-0.39	2.49	-1.06	2.07	2.77	10760.06
0.36	3.05	0.08	1.68	1.62	1.12	10015.62
3.37	3.4	-1.47	2.59	-1.26	3.12	29936.73
3.45	0.5	-0.63	-1.02	0.22	0.42	13374.61
2.7	1.42	-0.96	2.92	-1.19	1.17	14193.24
0.74	3.27	2.29	3.22	1.75	1.19	16002.4
0.17	2.86	2.24	2.08	0.09	0.16	6997.04
2.41	2.85	3.19	0.4	2.88	2.58	16884.58
1.48	0.56	2.15	3.35	-0.49	2.92	15210.92
1.23	-0.77	1.81	1.43	0.68	1.02	1231.62
1.28	2.3	3.05	1.61	-1.2	2.17	7965.46
1.75	-0.59	1.46	1.77	2.33	2.64	2318.71
2.62	2.12	1.54	2.14	0.99	-0.29	4584.45
1.75	1.81	3.45	2.22	2.94	3.19	12917.0
0.18	0.69	1.93	-0.23	0.66	-0.07	1884.43
0.71	3.02	3.04	1.07	-0.64	0.7	11345.65
2.69	0.06	1.27	2.65	2.37	1.81	9039.81
1.62	0.18	0.9	3.4	-1.39	2.0	18126.84
1.86	-1.23	0.29	0.39	1.2	1.02	2492.22
1.53	0.99	-0.81	-1.01	1.81	1.51	1163.09
0.57	0.62	-1.27	0.15	-0.36	-0.59	570.89
-0.72	1.23	3.04	0.88	2.01	2.11	7808.88
2.02	2.37	3.4	1.86	2.36	1.53	11957.03
3.32	2.55	-1.38	2.92	2.13	3.18	17788.6
-1.38	0.22	3.34	-1.31	0.74	1.39	17089.69
3.04	1.0	-0.34	0.71	2.04	0.64	8490.48
1.59	2.47	2.79	2.77	2.55	2.37	7954.08
3.17	2.02	-1.02	2.35	1.57	2.5	10793.56
2.11	1.77	-0.94	0.71	3.07	2.51	7831.16
1.87	0.8	-1.42	1.3	1.99	0.8	2218.36
-1.11	-0.55	3.12	-1.33	-0.82	2.97	14571.74
0.9	1.38	1.31	0.41	0.4	0.86	293.75
-0.47	3.16	1.3	1.52	-0.52	0.65	9235.71
0.48	2.36	0.92	1.5	2.16	0.29	4577.24
2.97	0.03	0.45	-0.73	0.36	-1.13	8005.29
-0.42	2.21	0.43	2.37	-0.89	1.21	7135.61
3.38	0.16	3.43	-0.38	1.52	2.11	28805.22
-0.51	2.02	-0.5	-0.05	2.7	3.11	4901.18
2.79	-0.87	-0.9	1.59	3.4	2.27	16547.57
3.16	-1.17	2.24	-1.39	2.57	-0.14	21235.5
-0.58	-0.28	1.39	0.8	-0.52	0.8	507.43
2.21	1.85	-0.44	0.58	-0.31	2.45	3029.42
0.93	2.67	1.97	2.76	-0.96	-1.46	11048.3
3.23	3.06	-1.07	1.07	2.44	3.08	17331.59
3.48	1.35	-1.25	1.08	2.65	0.26	17353.24
2.0	2.31	2.37	-0.53	-1.49	1.41	5336.19
-1.37	-0.72	-0.2	2.26	2.24	0.25	4327.29
2.53	1.75	3.29	0.19	1.54	1.76	13749.34
2.44	-1.04	3.05	2.02	0.84	1.37	11687.65
-0.77	-0.53	1.05	-1.25	1.87	1.83	1037.27
0.42	2.63	0.12	-0.58	0.73	-0.74	5440.99
-0.92	2.57	1.33	1.62	2.02	2.97	3249.27
-0.57	-0.42	-0.51	0.2	-0.16	2.45	703.48
0.22	1.23	2.3	1.63	-1.43	3.16	3344.4
2.13	2.21	0.39	-0.56	1.2	3.12	2978.25
-0.1	0.37	2.84	3.34	3.17	0.1	19266.98
3.32	-1.46	2.32	-1.32	-0.77	-0.67	20889.2
2.32	2.74	-0.4	1.49	0.3	1.67	7753.91
0.09	0.47	2.07	3.08	1.02	1.88	7753.5
-0.53	2.16	-0.9	0.18	-1.23	0.95	3694.37
-0.73	3.35	-0.55	-1.17	-0.78	0.24	15363.75
