-1.03	3.29	1.95	8381.22
1.17	1.15	3.19	353.6
0.05	0.27	0.28	12.88
-0.43	-0.26	2.93	842.76
-0.86	2.16	1.2	1407.6
0.66	-1.36	2.11	334.88
0.2	-1.34	1.86	196.97
-1.07	2.86	2.99	2995.1
3.17	0.05	1.83	10337.39
-0.92	0.51	0.3	15.4
-0.67	0.38	1.68	239.45
1.37	0.05	1.1	455.25
2.45	3.35	1.21	10736.22
2.46	2.07	0.26	3208.57
-1.42	-0.53	-0.31	691.53
-1.2	2.32	1.2	1833.27
1.92	3.47	0.26	13890.59
0.28	-0.19	1.74	299.47
2.59	1.12	3.39	3581.31
0.62	0.57	0.69	17.1
2.69	3.14	2.09	7721.91
-1.4	3.3	-1.26	14952.86
2.15	0.88	0.34	1420.84
-1.04	1.76	-0.3	1205.13
1.64	-0.54	0.16	1047.54
1.22	2.02	0.49	1318.45
-0.75	-1.41	1.84	400.14
-0.72	1.46	2.74	128.85
3.45	1.01	2.31	12037.04
1.99	1.36	1.24	714.32
0.21	1.06	2.57	313.04
2.62	-0.68	0.3	5699.88
0.13	-0.97	2.44	326.77
-1.42	1.71	0.75	488.42
0.91	1.41	2.75	92.09
0.96	0.15	2.43	639.87
3.17	1.49	1.62	7366.44
3.13	1.57	0.42	7191.21
-1.24	2.04	0.98	1043.6
3.37	0.77	-1.3	11572.22
2.81	2.34	1.69	4525.17
-0.04	1.11	0.64	159.01
1.85	0.54	1.7	1030.17
-1.31	0.34	-0.27	210.01
2.39	1.51	-0.12	2344.0
1.94	-1.12	3.06	2716.35
1.52	0.96	0.06	256.87
1.62	1.19	1.38	206.3
3.03	-0.49	-0.15	9374.19
-0.77	0.54	0.96	48.3
-0.88	1.46	1.02	174.32
-1.36	0.02	1.94	717.48
0.25	-0.67	1.76	228.91
0.96	1.31	1.73	15.2
2.79	1.47	-0.17	4533.52
1.82	0.6	2.05	1022.15
0.32	1.5	1.57	242.28
2.51	-1.34	-1.49	6924.39
3.39	-0.36	0.2	14055.28
1.66	0.93	0.59	341.28
0.36	-0.4	3.39	1073.71
1.88	0.73	-0.03	819.0
1.67	2.23	2.84	488.12
1.71	-1.21	0.59	1790.87
3.45	2.3	-1.22	13466.5
-0.43	-1.19	-0.07	416.73
-0.7	1.56	0.99	326.09
1.93	2.55	0.22	4088.29
1.67	-0.28	2.77	1668.37
-0.94	0.8	0.23	21.31
-1.16	2.28	-0.74	3620.07
2.27	2.03	-0.15	2801.98
1.36	2.29	-0.8	3674.3
3.28	-0.26	0.47	12163.49
3.22	0.63	3.18	10263.27
-0.85	2.09	2.37	590.86
1.11	2.33	3.43	521.88
1.82	1.7	0.99	622.15
1.81	1.09	0.96	483.77
-0.01	-0.28	-0.54	48.75
-0.68	2.42	-0.61	4569.49
-1.33	1.37	0.84	128.99
1.77	3.15	1.52	7065.45
2.9	1.81	3.35	4360.81
1.35	3.34	2.14	8363.98
2.43	2.45	-1.01	6115.3
-0.92	0.02	2.04	488.94
-1.31	-0.31	3.23	1399.69
2.1	1.05	1.89	1192.19
0.04	0.77	-1.06	333.23
1.07	1.92	3.37	70.94
0.42	0.06	1.66	276.94
1.85	-0.84	1.93	1970.91
-1.01	1.48	0.21	417.62
2.38	2.66	-1.01	7444.99
-1.06	1.4	-1.14	973.04
-1.39	2.72	1.4	3668.83
1.38	-0.77	-1.21	1043.56
3.07	-1.0	0.18	10943.38
-1.26	0.03	-0.05	248.92
0.16	-1.01	2.42	307.96
2.58	-1.48	1.65	6657.95
-0.54	2.41	-0.11	3955.51
2.46	0.05	3.19	4620.97
1.33	1.09	1.12	46.67
3.36	-0.44	2.51	14302.57
1.94	-1.23	0.39	2625.55
0.97	1.72	-0.82	1488.85
3.41	-0.56	-1.11	15065.88
2.52	2.04	0.94	2899.22
3.35	0.34	1.35	12001.21
-0.95	2.4	0.16	3366.01
1.18	1.77	0.07	953.02
2.92	3.3	1.05	12423.06
3.0	2.28	0.01	7213.43
-0.01	2.92	1.36	5993.02
3.26	-0.37	1.79	12374.98
2.6	1.78	2.53	2523.96
2.59	2.35	1.96	3172.79
2.49	-0.55	-0.29	4596.11
0.46	1.2	1.0	117.39
2.62	0.46	-0.83	4213.04
3.18	0.43	3.37	10394.45
0.6	1.77	3.19	199.89
0.97	2.59	-1.15	6449.46
2.14	0.93	0.02	1404.65
0.4	1.63	0.76	576.67
-1.23	3.16	2.49	5899.33
1.84	1.51	-0.41	1076.42
3.4	0.91	0.72	11349.19
3.29	0.71	-0.91	10434.8
1.49	2.93	0.59	6446.2
0.39	3.5	-1.09	18923.03
3.44	3.36	-0.68	21518.85
-0.43	0.11	0.58	35.65
2.83	1.78	-0.59	5296.43
0.47	0.83	-1.35	453.12
-1.36	2.22	2.43	644.98
1.96	1.62	2.96	506.12
2.96	2.32	-0.5	7615.27
1.95	0.15	0.48	1356.63
-1.08	-0.05	2.63	843.77
1.19	2.14	-1.5	3749.89
1.79	-0.93	-0.13	1812.41
-0.79	1.26	1.32	50.87
1.31	2.11	0.8	1350.63
2.33	1.77	0.79	1890.03
0.54	-0.14	1.03	122.23
3.25	3.45	0.55	17957.76
-1.4	1.84	-0.92	1861.72
1.53	3.45	0.96	12103.12
-0.91	2.83	2.33	3632.75
1.6	3.14	2.82	4994.18
2.74	3.42	0.41	14418.01
2.79	-1.49	1.46	8668.07
-1.21	1.21	2.99	244.22
2.2	-0.62	-0.62	3086.11
2.55	-1.32	2.11	6140.45
2.75	3.13	2.88	6756.66
-0.19	-0.32	-0.72	83.47
3.03	-0.44	-1.16	9445.59
0.39	2.46	0.14	4029.85
-0.08	-1.29	-1.38	1101.13
-1.0	0.55	1.61	195.41
-1.32	-0.94	1.9	831.98
-0.54	1.07	0.85	71.66
1.44	-1.46	0.69	1462.7
1.6	0.16	0.01	577.09
-1.46	-0.48	1.38	822.45
-0.53	-1.23	1.55	235.73
2.36	1.18	2.35	2020.44
2.18	1.17	2.79	1486.73
1.8	-0.54	3.23	2295.27
2.72	3.0	-0.74	11428.31
-0.93	0.32	0.78	79.79
1.56	0.81	-0.27	349.72
0.89	0.32	3.17	963.78
2.01	2.79	-0.37	6809.43
0.71	-0.11	1.75	341.06
-1.31	2.78	-0.16	6344.38
-1.05	3.47	0.1	14829.32
-0.02	0.16	-1.14	140.16
-0.03	-0.63	-0.4	107.03
-0.34	-1.06	2.66	380.3
-1.24	0.02	0.71	286.64
-0.37	3.12	1.64	7448.19
2.91	-1.15	2.54	9407.29
0.9	2.33	3.25	707.58
2.37	1.96	0.87	2223.13
1.73	-0.79	1.21	1469.1
-1.33	-0.82	1.87	822.41
-0.03	1.35	-1.42	1234.57
0.68	2.44	1.19	2662.45
-0.66	3.46	2.94	9080.49
-1.42	0.63	0.27	199.81
-1.08	-0.2	2.89	1004.72
2.55	0.9	-1.34	3603.46
-0.86	2.14	1.52	1136.99
0.83	0.48	3.21	892.46
-1.11	0.53	2.72	648.89
-0.28	-1.12	-0.82	580.06
1.12	-0.01	-1.1	281.93
-0.89	2.23	1.39	1495.56
2.33	1.52	-0.38	2253.81
1.43	3.34	0.95	10588.82
0.66	-0.17	2.93	879.8
2.3	2.32	0.94	2859.01
-0.09	-0.14	2.95	863.41
-1.08	-1.44	2.29	694.29
2.16	0.79	1.13	1529.01
-1.33	0.74	-0.26	176.58
3.45	-1.45	3.33	17991.61
3.13	3.17	-1.16	16964.77
-0.67	-0.68	-1.0	346.91
1.23	1.7	2.85	4.2
1.63	-1.05	0.69	1395.73
2.48	-1.48	2.72	5858.69
2.91	2.59	-1.26	9810.44
0.87	2.87	-0.22	7601.95
1.63	1.37	0.19	450.71
2.94	1.07	3.4	6248.26
2.78	0.42	3.13	6217.15
1.68	-0.58	-0.4	1214.82
-0.0	2.29	2.56	1247.51
-0.19	1.44	2.62	228.56
1.96	-0.04	0.48	1531.57
2.59	-0.22	-1.31	4988.4
-0.8	-0.76	-0.0	235.7
-0.69	-1.02	-0.36	426.88
1.61	1.48	3.26	238.68
2.06	-0.54	-1.26	2532.52
2.86	1.4	-0.93	5435.13
2.66	0.41	0.98	4512.04
-0.88	2.77	0.48	5578.69
2.98	0.12	-0.87	7757.37
-1.13	-0.95	-1.37	1020.67
1.54	3.22	1.93	7197.86
1.52	2.06	3.25	106.39
2.13	-0.92	-1.3	3443.44
-0.89	-0.6	2.02	475.49
0.12	-0.53	1.68	228.5
0.03	0.54	0.03	37.06
1.2	1.78	-0.48	1343.29
-0.13	0.1	0.11	3.78
1.65	2.1	2.69	336.22
2.55	1.0	-1.02	3438.19
2.15	-0.13	1.85	2597.25
-0.78	1.95	0.76	1109.74
2.94	1.21	-0.87	6074.45
3.31	1.6	1.76	8823.36
3.49	1.86	-0.37	12123.97
2.52	-0.47	-1.34	4899.9
-0.36	-1.39	-1.08	1145.75
-1.42	2.04	2.56	263.51
0.33	-0.37	1.55	224.95
1.93	3.47	0.01	14487.72
0.89	-0.8	-0.09	310.02
2.86	2.87	1.02	8034.51
1.7	2.88	-0.34	7459.32
1.45	0.85	-0.71	362.31
2.28	0.71	2.42	2383.36
0.05	-0.85	-0.93	350.08
0.3	0.11	-0.05	1.71
-0.28	2.27	0.84	2343.67
1.36	1.55	0.66	313.04
0.66	2.11	1.65	1066.89
-0.71	-0.94	-0.56	423.63
-1.06	1.74	-0.8	1507.84
-1.44	1.32	-0.87	745.31
1.26	-0.43	3.42	1455.77
-0.19	1.68	1.78	380.78
-0.99	2.06	3.24	222.42
0.02	2.07	2.56	727.96
0.58	1.03	-0.19	204.76
0.75	2.75	0.94	4867.39
0.66	3.14	-1.45	13526.78
-0.19	3.31	-0.88	15087.92
-0.76	3.44	0.47	13741.53
3.03	2.6	3.0	5751.27
-1.03	2.69	2.42	2591.86
3.29	-0.49	0.46	12813.19
0.01	-0.38	1.07	103.01
1.1	-1.25	3.14	859.08
0.4	-0.61	-0.32	110.14
0.4	-0.21	2.3	524.42
2.07	-0.24	-0.49	2080.14
-1.4	0.24	2.38	841.53
1.63	1.89	3.08	84.22
0.33	2.33	1.87	1762.12
1.14	-0.05	-0.68	229.84
0.5	3.06	-1.2	11953.07
3.4	-1.23	1.27	16375.04
3.45	-0.72	-1.44	16325.24
1.21	1.74	1.1	379.77
1.31	-1.26	3.37	1208.62
-1.29	-0.95	-0.9	1017.3
2.98	-1.4	2.14	10581.58
2.02	0.11	1.71	1866.53
2.25	2.6	3.27	1828.52
-0.7	1.69	0.92	522.21
-0.97	0.04	0.86	159.65
2.55	0.36	1.65	4007.0
-0.21	1.41	2.51	215.44
1.14	2.93	2.94	3456.05
2.71	0.76	-1.1	4619.45
3.06	-1.26	-0.44	11706.56
-0.7	-0.09	3.0	932.86
0.17	-0.77	-0.32	150.98
1.16	-0.7	2.98	1041.37
0.75	0.62	-1.39	315.39
3.26	-0.28	1.44	12089.72
2.1	0.63	-0.56	1521.75
0.55	1.54	0.18	633.95
1.0	0.82	2.53	348.34
1.08	-0.44	2.98	1036.53
-1.01	2.73	-0.86	7209.84
-0.15	-1.42	2.68	259.3
-0.33	3.14	2.6	6195.28
0.25	3.16	-0.97	12967.2
3.01	-1.25	1.65	10639.68
0.62	0.94	0.56	41.49
1.44	3.03	1.88	5426.1
0.66	-0.04	3.14	1008.77
0.18	-1.02	1.04	115.51
-0.39	2.02	2.14	728.39
-0.34	3.0	-0.12	9155.21
2.3	0.89	2.83	2353.01
-0.56	1.67	-1.28	1842.46
1.85	-0.79	2.86	2278.37
3.22	-1.41	2.56	13916.51
0.46	0.94	1.17	61.55
-1.02	-0.46	0.37	233.84
1.78	1.84	2.01	367.01
-0.71	0.28	0.34	15.31
0.77	-0.61	2.31	522.89
0.06	2.0	2.89	523.65
2.19	-0.32	1.28	2759.28
0.79	1.23	2.45	124.62
-0.36	3.1	1.32	7761.0
3.48	2.27	0.4	11950.12
-0.54	-0.52	0.61	82.08
2.06	0.71	0.51	1249.84
0.56	-0.68	1.51	211.49
1.49	2.99	0.62	6985.88
2.04	-1.28	0.25	3160.15
2.55	2.66	0.95	5233.94
2.2	-0.71	0.07	3103.46
1.16	-0.95	-1.3	1015.91
-0.07	-0.51	-0.81	144.45
1.57	-1.07	1.18	1254.28
0.76	-1.07	1.44	284.51
3.31	3.41	0.53	18022.29
0.14	1.63	-1.2	1748.04
1.29	1.51	2.96	48.95
1.91	2.5	2.27	1718.93
0.21	-0.69	1.17	105.52
-0.55	-0.35	2.85	790.73
-0.64	-1.47	-1.0	1361.21
0.46	-1.44	-0.73	1065.04
1.92	-1.06	2.59	2472.95
2.27	-1.3	-0.32	4574.9
-0.08	0.17	2.16	458.69
-0.97	3.0	1.42	6177.51
2.0	3.28	0.58	10418.02
3.15	2.78	-0.05	11159.67
1.86	0.95	-1.35	1137.93
-0.23	3.26	2.25	8053.59
2.02	0.49	2.09	1632.61
1.22	-0.52	-0.71	501.84
2.63	0.26	1.91	4774.08
2.45	2.63	2.37	3209.56
-0.49	-1.07	1.22	178.71
-1.0	3.4	-0.56	15275.2
-1.12	2.21	2.01	923.32
2.5	-0.52	-0.36	4627.59
-1.0	3.12	-1.3	12633.73
0.15	0.13	1.86	342.34
2.61	1.4	2.16	2935.83
3.08	-0.66	2.51	10732.34
-0.42	1.4	0.4	395.26
2.91	-1.0	-0.95	9352.39
-1.42	-0.41	0.76	631.62
0.23	1.97	-0.51	2297.06
1.22	-1.47	2.64	904.32
1.57	3.16	1.6	7085.14
0.38	2.15	2.91	697.22
2.59	2.48	0.59	4884.21
1.79	-1.39	-0.08	2521.77
-1.05	2.68	0.84	4278.48
2.95	0.4	-0.85	6999.32
0.34	0.27	0.56	27.08
-1.26	0.38	-1.35	374.64
2.38	0.65	0.64	2521.18
0.85	-1.41	0.94	570.44
-0.05	2.17	2.04	1184.58
1.45	-0.28	-1.38	782.16
-0.09	1.83	1.97	523.95
2.63	0.59	-1.08	4209.74
0.08	2.67	-1.19	7633.52
-1.45	1.57	2.92	55.39
-0.11	2.28	2.68	1151.44
1.32	2.49	-0.81	4972.36
-0.87	1.38	-1.0	886.02
-1.04	2.15	-0.6	2847.08
-1.18	-0.66	-1.43	776.79
1.39	-1.11	-1.3	1571.19
2.06	-0.77	-0.76	2700.91
2.96	-1.02	-0.9	9952.41
-0.97	1.67	-0.46	1113.02
2.77	2.81	-1.22	10681.52
-1.07	0.52	-1.27	280.85
1.07	-0.59	0.42	304.04
0.09	0.46	-0.65	95.78
3.3	1.97	0.69	8981.06
1.05	1.84	3.08	64.44
0.26	-0.35	1.43	190.76
1.3	0.29	0.17	197.33
3.33	2.84	0.7	12238.46
1.19	0.81	-0.85	263.64
1.72	1.89	-0.23	1561.05
2.01	1.36	-0.65	1344.24
1.34	1.0	-1.43	653.9
-0.57	3.32	-0.43	14020.66
0.18	0.77	0.51	55.82
3.15	2.24	-0.11	8537.47
-0.59	-1.38	0.0	669.5
-0.47	-0.47	1.75	285.87
1.05	-0.59	-1.03	478.9
0.12	2.57	1.0	3797.84
-0.98	1.45	0.41	314.55
-0.24	-0.96	2.09	245.45
0.65	0.46	3.04	800.54
0.03	2.85	0.87	6075.98
3.05	0.74	0.71	7338.55
-0.32	1.82	0.37	1163.2
2.89	-0.25	3.36	8492.1
3.28	1.6	-0.8	9522.15
-0.51	1.38	2.84	215.38
2.71	0.61	3.07	5265.75
0.33	2.03	2.4	666.72
0.8	0.51	1.04	62.79
2.18	1.36	1.85	1152.36
-0.4	2.22	2.59	974.62
-0.39	0.58	-0.21	50.27
1.27	1.03	-0.69	340.62
0.08	-0.52	3.09	825.88
-0.79	2.36	1.49	1970.7
0.89	0.64	1.65	156.31
0.98	-1.26	1.47	499.51
1.92	-1.36	2.49	2594.04
-0.14	1.99	0.48	1601.64
1.67	0.36	-1.14	752.0
0.33	-1.5	1.63	303.99
1.28	1.94	-0.05	1464.41
-0.85	0.58	3.4	944.19
0.96	2.55	2.59	1798.34
3.29	2.71	3.29	8235.6
-0.42	2.91	2.86	3898.0
-1.01	1.9	-1.05	2253.83
2.75	2.5	-0.94	7737.81
1.48	3.16	0.55	9001.96
-0.53	2.0	-1.32	3129.11
2.46	1.76	2.98	1845.88
1.04	2.17	2.8	484.22
-0.76	0.56	-1.25	247.81
2.4	1.23	-0.48	2451.27
1.34	3.35	1.7	9315.05
0.96	1.77	0.09	998.5
1.17	1.54	0.24	457.62
-0.67	2.08	-0.13	2255.95
-0.71	2.1	3.31	379.82
1.32	2.13	1.69	826.89
1.88	2.18	2.08	899.78
1.26	2.99	2.86	3897.46
2.17	1.98	3.15	806.37
-0.94	2.02	2.61	350.15
1.96	1.55	-0.93	1636.92
2.28	0.38	1.1	2415.04
0.14	1.8	1.07	789.25
3.1	-0.69	2.69	11106.4
2.14	0.74	0.19	1488.41
1.61	3.28	2.73	6498.41
1.28	1.35	0.55	170.44
1.24	0.03	2.21	716.3
1.76	1.57	3.05	268.49
1.59	-0.05	0.58	699.46
3.04	3.44	1.09	14918.47
1.14	2.53	1.16	2900.45
-0.41	1.3	2.07	144.64
0.07	-0.36	1.61	235.19
1.7	0.7	2.93	1075.55
1.34	2.51	1.94	1954.48
-1.43	1.34	-1.24	977.2
0.78	-1.46	-1.39	1674.09
-1.33	0.44	1.53	360.94
2.38	1.22	-0.88	2538.15
-0.72	-0.17	3.35	1154.69
2.43	0.0	-0.33	3500.72
3.1	0.19	0.75	8929.67
1.36	2.96	1.03	6105.03
-0.77	-1.01	1.84	331.33
0.01	-0.09	-0.76	61.98
0.61	1.56	0.85	392.36
-1.04	2.56	2.01	2289.59
3.16	-0.2	-1.17	10527.16
2.44	2.92	1.93	5277.28
-0.5	-0.63	-1.02	283.11
-0.79	-0.71	1.6	304.21
-0.02	1.76	1.57	544.59
1.99	2.35	2.69	1064.35
0.05	3.28	1.44	9763.56
-1.24	3.15	2.76	5399.76
-1.47	3.26	1.95	7662.08
3.29	1.87	-0.21	9397.7
1.21	0.65	1.83	264.55
1.09	1.97	-1.21	2653.81
-1.05	-0.59	0.52	296.14
0.11	-1.05	-1.01	564.07
-1.3	1.04	0.12	140.01
3.21	-0.15	1.4	11124.78
2.66	-0.53	1.59	5960.99
-0.76	1.62	-0.98	1411.31
1.49	1.89	-0.78	1906.01
